,JobCode,deptcount,srhrs,midhrs,jrhrs,totalhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
1032,B6884,5,10.25,15.25,81.75,107.25,1,76,148,473,18,6,0
1256,10803549,3,31,56.5,20,107.5,1,2,39,54,7,0,1
795,10848237,3,0,43.5,64,107.5,1,4,21,13,3,4,1
1763,A6490,7,54,28,26,108,1,2,14,55,12,0,1
1206,10804731,4,42,61,5,108,2,79,103,134,10,4,0
279,10874858,5,38,41,29,108,1,29,100,100,8,4,0
160,10657670,4,31,4.5,72.5,108,1,22,52,114,8,4,1
1626,10841412,6,30.5,6,71.5,108,1,28,38,109,9,5,1
1515,10859891,7,16.5,58.5,33,108,1,84,90,152,17,6,0
388,J6779,3,2.25,43.5,62.5,108.25,1,14,31,38,5,4,0
372,10805089,3,30,62.5,16,108.5,1,4,93,73,6,4,1
1149,A6313,5,2.5,105.25,1,108.75,2,12,67,137,11,6,0
602,H9156,7,98,11,0,109,3,16,18,49,12,0,1
136,10832247,3,26.5,82.5,0,109,1,28,130,147,7,4,1
1409,10803919,6,23.75,48,37.25,109,3,46,146,215,13,13,0
625,S5524,6,26.25,16,67,109.25,1,113,135,209,13,0,1
1781,C6741,4,90.5,0,19,109.5,1,2,15,36,7,4,0
1703,F9737H,3,87,22.5,0,109.5,3,23,74,30,5,14,1
1440,B6414,5,20.5,44.5,44.5,109.5,1,14,22,44,8,6,1
1629,10761428,5,4.5,52.5,52.5,109.5,3,33,42,138,14,4,0
1776,D6119,4,2,1,106.5,109.5,1,56,143,275,10,8,0
708,A6167,6,8.75,74,27,109.75,2,28,108,84,6,0,0
1620,10805180,7,30,27,53,110,1,57,151,198,12,9,0
16,C6980,6,10,0,100,110,1,7,24,82,12,4,1
1374,D5144,3,8,48,54,110,3,30,99,90,9,0,1
1479,A7808,5,0.5,103,6.5,110,1,16,93,63,7,6,0
817,A6348,4,0,53,57,110,2,13,37,63,8,0,0
71,A6918,5,105,5.5,0,110.5,3,8,45,57,8,5,0
1558,10805099,6,0,24,86.5,110.5,2,50,86,52,9,4,1
665,10804735,4,69,42,0,111,1,6,21,24,6,4,1
475,B6833,2,0,0,111,111,2,21,94,75,8,4,1
531,10804863,7,82.5,29,0,111.5,2,24,35,78,13,7,1
1831,A6665,4,28,59.5,24,111.5,1,27,43,72,9,8,0
100,A7031,5,21,13,77.5,111.5,2,6,18,55,10,4,0
1441,B6390,4,3,48,60.5,111.5,1,12,66,52,6,0,0
1266,C6880,5,0,40.5,71,111.5,1,25,54,139,14,5,1
1423,10850050,5,34,66,12,112,1,19,29,52,9,4,1
480,B6709,2,0,34,78,112,2,6,60,48,5,0,0
483,10804142,2,0,98,14,112,1,6,98,81,6,4,1
1097,10804647,6,0,96,16.5,112.5,2,31,93,97,14,4,1
213,10895362,5,28,46,39,113,2,37,86,112,17,11,1
139,10803990,1,7.5,10.5,95,113,1,32,86,248,10,6,0
1612,10880716,4,0,2,111,113,2,28,60,29,6,6,0
474,10874948,4,0,28,85.5,113.5,1,19,45,60,10,4,0
1047,A6215,5,74,29,11,114,1,17,44,127,18,0,0
348,10804825,5,71,41,2,114,2,27,33,55,10,8,0
608,C6937,4,41,73,0,114,1,10,46,128,8,0,0
282,B6130,5,17,56,41,114,1,20,49,76,8,5,0
829,10816438,6,11,54.75,48.25,114,1,13,80,96,9,10,0
976,C6672,5,1,38,75,114,1,49,102,191,13,4,1
1340,10804860,5,8,50.5,55.75,114.25,1,23,40,73,11,4,0
1240,B6057,6,55,16.5,43.5,115,3,3,11,124,16,0,0
614,B6176,5,7.5,85.5,22,115,2,105,121,125,9,5,1
1005,10803827,2,2,113,0,115,1,3,16,16,5,4,1
515,C6359,4,22,93.25,0,115.25,1,41,90,82,7,6,0
964,10813951,6,69.5,16,30,115.5,2,15,25,26,7,8,1
533,10804324,2,64.5,51,0,115.5,2,2,58,76,4,4,0
310,10801114,6,27.75,81.5,6.5,115.75,2,67,60,255,15,6,0
1151,S5391,1,0,50.25,65.5,115.75,1,26,113,176,5,0,1
360,10886076,4,73,0,43,116,1,21,39,76,6,5,1
1593,B6111,2,56,0,60,116,1,0,40,23,3,8,0
1692,10805058,4,8,93,15,116,1,5,23,87,11,5,0
379,B6306,6,2,32,82,116,1,6,10,75,20,5,1
279,C6751,5,29,71.5,16,116.5,1,13,114,77,11,6,0
755,C6856,2,6.5,110,0,116.5,1,1,16,7,4,5,0
313,A6267,5,1,100,15.5,116.5,2,54,100,233,12,0,1
127,A6357,6,51.75,40.5,24.5,116.75,1,135,293,546,13,0,1
864,D5142,3,0,110,7,117,1,23,165,100,3,0,0
1488,10830833,3,0,44,73,117,1,11,70,47,4,4,1
1491,10874842,4,0,19.25,98,117.25,1,107,182,186,8,4,0
1029,C6415,5,64.5,11,42,117.5,1,12,39,101,10,8,1
509,10804676,8,51.5,66,0,117.5,1,128,613,397,10,8,0
1853,10804912,7,100.25,17.5,0,117.75,2,26,56,171,10,0,0
629,10803526,11,78,40,0,118,3,17,45,295,35,11,0
932,10887294,4,68,10,40,118,1,52,163,91,6,4,0
1196,10826480,6,24,24.5,69.5,118,2,65,87,166,14,6,0
87,10804495,6,1,111,6,118,2,69,167,90,8,4,0
805,K7503,3,0,118,0,118,2,3,46,51,5,5,0
1357,10863891,2,0,0,118,118,2,2,30,10,2,4,1
141,10805149,4,73,9.5,36,118.5,1,5,23,13,8,4,1
758,C6467,5,32,52.25,34.5,118.75,1,5,35,128,10,0,1
81,10805002,4,21.5,34.25,63,118.75,1,100,421,278,8,5,1
68,A6850,5,17.25,54.5,47,118.75,2,38,78,150,11,6,0
716,C6572,4,110,9,0,119,1,37,188,53,4,5,0
338,A7175,5,108,11,0,119,2,12,51,85,8,6,0
853,10850619,4,61.75,57.5,0,119.25,1,2,18,18,6,8,1
231,A7377,6,98,21.5,0,119.5,2,30,74,226,12,6,1
1154,C6896,6,5,89,25.5,119.5,1,53,120,60,8,11,1
380,10804499,3,17.5,55.25,47,119.75,5,190,303,296,14,11,0
905,10853366,5,4.75,102,13,119.75,1,4,29,65,9,7,0
823,C5946,4,102.5,17.5,0,120,1,41,88,117,7,0,0
86,J6581,6,59,61,0,120,2,31,66,64,11,4,1
756,10817441,3,98,4.25,18,120.25,2,7,96,69,6,8,1
430,C6155,5,7,113.5,0,120.5,1,52,88,83,8,5,0
602,10804752,3,0,120.5,0,120.5,2,193,142,102,10,5,0
742,D6120,4,44.5,76.5,0,121,1,26,44,132,10,6,1
1129,A6754,7,28,56,37,121,1,48,88,253,14,0,0
268,10804529,5,61,45.25,15,121.25,1,73,119,62,9,5,1
327,10803592,3,58,63.5,0,121.5,1,1,47,99,7,4,0
1287,B6834,7,0,5.5,116,121.5,1,8,32,122,18,4,1
244,B6079,3,1,80.5,40.5,122,2,2,7,29,7,4,1
734,B6388,3,122,0.25,0,122.25,2,20,98,109,4,0,0
831,10676576,7,59.25,14.5,48.5,122.25,1,49,51,168,15,6,0
92,10826770,7,40.5,82.5,0,123,1,26,60,178,12,4,1
1509,A7688,4,10,67,46,123,1,6,74,48,8,4,0
946,S5436,1,8,69.75,45.25,123,1,104,107,353,12,7,1
239,C6297,5,15,90,18.5,123.5,2,86,104,282,16,5,0
1297,10804017,3,7.75,82.75,33,123.5,1,48,78,252,12,6,1
1226,10839933,5,79,31,13.75,123.75,1,5,11,24,7,8,1
1238,10804461,4,22.25,91.75,10,124,1,3,71,88,8,4,0
1413,A7601,6,28,69.25,27,124.25,2,111,112,434,26,5,0
778,B6035,8,65.5,59,0,124.5,4,30,87,168,17,0,0
43,A7204,6,117,0,8,125,1,21,89,150,8,5,1
242,A7775,6,56,61,8,125,2,12,22,22,8,5,1
1060,10836180,2,6,68.5,50.75,125.25,1,77,129,169,11,4,1
1560,F9714H,5,18,83.5,24,125.5,2,23,69,45,7,4,1
393,10828090,3,2,51.5,72,125.5,1,17,39,71,8,9,1
1098,A6773,4,0,90.5,35,125.5,1,5,32,50,7,6,1
343,B6554,6,10,30,86,126,1,11,29,32,7,5,1
354,10803787,6,104.25,0,22,126.25,2,1,11,43,10,9,0
1116,C6846,5,77,4,45.5,126.5,1,27,54,99,9,4,1
46,B6746,6,24.5,50,52,126.5,2,30,58,147,15,4,1
1319,10804481,5,0.25,65.5,61,126.75,1,40,88,72,9,6,1
240,10832818,2,96,31,0,127,2,2,37,64,5,6,0
212,K7539,5,34.5,48.5,44,127,1,33,95,82,7,5,0
1630,10874848,3,0,22,105,127,1,130,263,215,9,4,0
1544,10857725,6,19,78,30.25,127.25,3,70,90,144,13,8,0
1404,10843194,1,8,65.25,54.5,127.75,1,67,139,336,12,6,1
1591,10804828,4,37.5,61.5,29,128,1,47,79,83,8,5,1
556,D5084,10,15.25,113,0,128.25,4,64,192,327,18,0,0
367,B6020,2,9.5,95,24,128.5,1,18,84,137,8,4,0
1416,J6872,5,5,95.5,29,129.5,3,17,51,90,10,6,1
692,B6939,5,0,129.5,0,129.5,1,52,155,179,7,5,0
1294,T5052,7,34,73.5,22.5,130,1,16,57,186,15,4,1
1723,10804871,4,34,87,9,130,1,34,59,80,10,5,0
1393,D5223,5,7,121,2,130,1,35,84,210,14,0,1
646,10874849,2,0,20.5,109.5,130,1,128,346,192,5,4,0
783,10829454,4,0,116,14,130,2,3,44,23,5,4,0
1277,A7297,3,0,115,15,130,2,23,90,63,6,5,0
1675,A7772,4,32,34,64.5,130.5,2,14,47,19,7,4,1
94,D5243,4,27,92.25,11.5,130.75,1,158,291,528,10,0,0
627,10804822,4,22.5,108.25,0,130.75,1,24,49,58,7,5,1
1693,A6305,5,0,18.25,112.5,130.75,2,27,76,224,14,0,1
1069,A6643,7,66,50,15,131,2,6,14,31,8,4,0
1030,10894338,3,63,18,50,131,1,51,57,46,8,5,1
412,S5477,4,46.5,76.5,8,131,2,21,25,64,14,6,1
1727,K7505,6,32,46.25,53,131.25,1,26,48,153,13,7,1
421,10805554,8,90,41.5,0,131.5,2,8,33,126,23,8,1
776,C6099,4,50.5,81.25,0,131.75,1,19,20,25,7,7,0
513,B6784,3,124,8,0,132,2,0,14,25,6,12,1
393,A6551,2,87,45,0,132,2,5,24,22,4,4,1
1530,C6887,6,8,65,59,132,2,31,43,54,8,6,0
1851,C6205,5,0,43,89,132,2,14,55,154,14,5,1
852,10803623,4,0,50,82,132,2,7,51,45,6,8,0
823,10706721,6,3,7.75,121.5,132.25,1,43,144,416,16,4,0
889,B6656,5,40,45.5,48,133.5,1,56,137,145,8,4,1
1004,A6914,8,20,94.25,19.5,133.75,1,17,90,74,10,7,0
162,A7495,5,61,42.75,30.25,134,2,18,38,210,15,5,0
538,C6476,4,48,86,0,134,1,11,33,69,7,0,0
1353,10803818,3,0,69,65,134,2,21,75,72,11,4,0
929,10801886,6,132,2.25,0,134.25,1,56,85,164,9,11,1
491,10865351,3,0,74.5,60,134.5,1,4,45,54,7,4,0
90,B6674,5,71.25,63.5,0,134.75,2,114,122,188,13,8,1
899,10829824,5,35.75,52,47,134.75,2,6,16,30,12,5,1
959,B6445,5,35,56,43.75,134.75,1,54,67,58,9,0,1
634,K7458,4,9,125.75,0,134.75,2,43,98,59,5,0,0
848,B6935,4,14.5,23.25,97.75,135.5,1,33,82,139,8,0,0
915,J6659R,2,0,12,123.5,135.5,1,6,64,8,4,6,1
1692,B6651,6,15,9,112,136,1,0,37,73,10,6,0
523,10803760,3,13,123,0,136,3,7,63,76,7,4,0
1808,B6290,4,0,36,100,136,2,21,57,81,9,7,1
677,A7771,2,0,136,0,136,1,0,32,47,4,4,0
1819,10804332,2,97.5,32,6.75,136.25,2,16,109,161,5,6,1
1201,B6449,8,93.5,17,26,136.5,1,16,32,76,14,0,1
21,10851235,2,137,0,0,137,1,21,203,36,3,4,1
395,10804854,5,58.5,72.5,6,137,1,59,84,72,10,5,0
820,D6232,4,49,88,0,137,1,25,30,95,14,5,1
1459,C6669,6,14,47.75,75.25,137,1,15,32,107,11,4,0
1724,A6615,5,39,36,62.5,137.5,1,6,14,43,9,0,0
1235,10805043,3,2.5,92,43,137.5,1,10,33,60,11,4,1
525,10803550,5,95,43,0,138,1,102,230,140,7,4,1
1002,10804460,4,7,131,0,138,2,36,90,81,8,0,0
1548,M9139,1,0,43.25,94.75,138,2,40,57,139,12,10,1
1120,10829826,5,34,89.75,14.5,138.25,1,12,29,62,11,5,1
76,A6452,6,48.5,53.75,36.5,138.75,1,146,189,250,14,0,1
1166,10803753,8,27.5,82.5,29.25,139.25,2,70,152,370,18,10,1
610,A6556,3,6,133.5,0,139.5,1,19,71,64,7,5,1
1067,B6861,4,0,3,136.5,139.5,2,8,57,85,9,4,0
382,A6650,6,36.75,32,71.25,140,1,24,51,140,12,4,1
791,A7224,5,31,95,14,140,2,30,82,304,14,4,1
1555,10803897,1,55,83.25,2,140.25,1,25,90,203,10,5,0
342,A6627,3,13.5,97,29.75,140.25,1,21,79,118,9,0,1
794,10832725,5,79.75,61,0,140.75,2,46,68,170,12,6,0
612,A6663,6,39.5,101.5,0,141,3,173,220,451,13,0,1
1685,10804343,3,11,55,75,141,2,2,30,35,9,5,1
114,B6254,3,6,79,56.25,141.25,1,49,123,157,9,7,1
719,10803546,6,96,8,37.5,141.5,2,17,53,81,13,0,0
205,10803598,5,53,84.5,4,141.5,2,30,39,86,11,4,0
114,10804401,3,36.5,105,0,141.5,2,31,92,90,7,10,0
1159,10804334,5,27,84,31,142,3,60,123,129,10,7,1
1329,10860144,3,0,46,96,142,1,10,45,39,7,5,0
1647,10804683,8,54,31.25,57,142.25,2,22,60,187,13,6,0
1056,A6333,5,34,91,18,143,2,15,91,58,8,0,1
1619,10871823,5,21,94.5,27.5,143,1,9,39,122,11,4,0
1595,C6508,3,3.5,118.5,21,143,2,12,35,93,7,0,1
1589,D5135,5,1,60,82,143,1,11,35,125,12,0,1
1403,A6480,8,95.75,31.5,16.25,143.5,2,58,74,223,15,8,1
1595,10892485,6,51.5,17,75,143.5,1,41,44,166,14,10,0
1467,C6274,7,6,6,131.5,143.5,1,96,204,140,9,7,0
984,10827134,2,29.5,36.5,78,144,1,52,83,195,9,7,0
1553,S5382,2,0,79.5,64.5,144,1,31,109,99,5,0,1
1719,B6925,4,84.25,41,19.5,144.75,1,26,60,161,11,7,0
723,S5643,1,121,24,0,145,1,5,52,14,3,0,1
1146,A6277,4,80,55,10,145,1,72,164,262,7,10,1
1678,10824787,6,64,49.5,31.5,145,1,147,163,161,18,7,1
1216,J6525,4,26,87.5,31.5,145,2,65,190,179,8,4,0
1217,C5665,5,17.5,30,97.5,145,2,167,277,263,12,0,0
169,K7589,5,45,36.5,63.75,145.25,1,12,53,69,9,8,0
1201,10827155,4,8.5,114,23,145.5,2,25,38,61,10,4,0
363,A6127,4,86,60,0,146,1,15,81,109,8,6,0
674,10803784,3,50.25,70.25,26,146.5,2,27,45,110,15,8,0
1273,10803713,5,34,43.5,69,146.5,1,38,91,153,9,8,0
431,B6208,3,15,128,4,147,1,18,42,12,3,0,1
1200,B6639,5,0,69,78,147,1,59,155,98,8,5,0
255,B6873,4,2,15,130.25,147.25,1,99,210,329,10,7,0
838,D5143,3,9.5,82.5,55.5,147.5,1,23,102,108,6,0,0
567,A7761,3,115.75,32,0,147.75,2,13,34,83,10,4,1
1644,10804387,5,59.5,59.5,28.75,147.75,2,121,137,83,7,7,0
1186,10868158,5,41,62,44.75,147.75,1,22,28,42,9,8,1
1431,10804924,3,0,53,95,148,1,43,88,36,9,4,0
205,F9721H,4,94.5,54,0,148.5,3,6,32,6,4,9,1
1649,A7130,5,63.5,67,18,148.5,2,44,46,95,13,7,0
1076,B6299,6,7.75,55,86,148.75,1,36,50,190,18,7,1
883,10803878,3,101.5,47.5,0,149,2,17,32,28,6,4,0
902,D6190,2,91,58,0,149,3,53,114,136,5,4,1
94,10805012,5,14,53,82,149,1,109,186,154,11,4,0
1129,10874164,4,5,73,71,149,2,27,72,117,10,4,0
243,10852544,5,44.25,13,92,149.25,3,34,58,85,12,6,1
1569,A6751,7,23,0,127,150,1,26,86,144,11,0,1
1686,10892441,2,0,0,150,150,2,5,320,69,2,8,1
1078,B6529,6,28.5,74.75,47,150.25,1,106,315,423,10,4,0
962,N8517,5,103.5,15.5,31.5,150.5,2,23,52,115,11,6,1
78,S5673,5,50.5,100,0,150.5,1,7,25,70,9,5,0
102,10803682,5,9.75,76.75,64,150.5,1,44,103,87,11,6,1
1103,10945344,4,0,55,95.5,150.5,1,65,193,78,5,4,0
931,10804940,9,53.75,97,0,150.75,3,130,211,158,14,10,1
976,A7331,7,60,91,0,151,1,12,35,56,10,7,1
1701,H9152,7,72,19.75,60.25,152,1,33,53,61,12,12,0
1297,A6879,4,0,67.5,84.5,152,2,31,78,135,12,9,1
952,10837571,3,0,78,74,152,1,1,25,11,4,4,0
1103,B6806,4,21,15,116.25,152.25,1,204,206,570,17,4,0
237,A7474,5,116,36.5,0,152.5,1,2,41,24,6,6,0
1456,10804830,4,0,73,79.5,152.5,1,18,89,24,4,4,1
144,D6028,2,124.75,28,0,152.75,1,60,131,62,5,5,0
835,10850091,5,71.5,82,0,153.5,1,8,39,12,5,8,0
314,M5191,5,36,38.25,79.5,153.75,1,196,272,488,18,8,1
270,10818355,7,12,1,141,154,1,16,25,122,20,5,0
1094,A7763,6,101.5,52.25,0.5,154.25,1,16,47,119,9,6,0
470,M9140,1,0,28,126.25,154.25,2,35,57,106,9,7,1
1689,D6216,4,21.5,44,89,154.5,2,41,48,94,9,10,0
374,B6710,2,80,75,0,155,2,10,42,20,5,0,0
1420,10803251,2,70,20,65,155,1,1,59,16,3,4,1
1664,S5536,5,0,74,81,155,2,44,100,179,11,5,1
1643,10838274,4,46.5,88.5,20.5,155.5,1,194,363,226,8,4,1
124,10854779,5,35,101,19.5,155.5,2,141,226,399,10,4,0
1841,A6772,4,13,111.5,31,155.5,2,16,77,60,6,0,1
408,10843899,6,30.5,125.25,0,155.75,2,124,184,434,15,5,1
384,D6286,3,57,20,79,156,2,29,58,103,9,7,0
1822,10804927,4,49,76,31,156,1,49,93,71,9,5,0
907,10805189,4,2.5,153.5,0,156,1,10,73,28,5,4,0
1458,10805126,3,60,4.25,92,156.25,2,148,310,109,8,7,0
1106,10842432,5,55,91.5,10,156.5,1,8,18,32,9,7,1
151,M5242,1,0.75,103,52.75,156.5,1,95,228,346,14,9,0
1613,B6268,5,111.5,15,30.25,156.75,2,24,40,140,15,6,0
1023,10804910,5,25.5,0,131.25,156.75,3,18,143,60,8,4,1
585,10874561,6,22.5,134.5,0,157,2,78,143,101,10,5,0
1430,C6182,6,8.75,107.25,41,157,1,43,75,73,11,7,1
1046,10803692,5,3.5,62.5,91,157,1,32,112,76,9,6,1
531,B6251,5,64,94.5,0,158.5,2,26,46,36,8,6,1
750,A6082,7,43,0.25,115.25,158.5,2,109,200,684,17,0,0
528,10817991,5,25.5,133,0,158.5,2,20,46,171,9,6,0
182,10804677,6,139,16,4,159,1,101,121,118,12,4,0
135,A7841,4,49.5,0,109.5,159,1,4,28,10,5,8,0
1611,C6795,7,25.5,86.5,47,159,1,75,143,153,16,5,0
718,A7164,5,10,36,113,159,1,23,43,17,9,4,0
1690,10816113,7,42.75,27.75,88.75,159.25,2,106,128,331,15,6,0
993,10878432,4,60,68,31.5,159.5,1,4,18,31,6,7,0
683,A6368,5,91.5,62.75,6,160.25,1,20,35,169,11,8,1
162,A6018,3,7,12.5,141,160.5,1,70,121,147,12,0,0
444,F9665,3,0,0,161,161,1,2,59,16,3,6,0
1215,10887455,7,79.5,43,39,161.5,1,41,28,49,14,6,1
894,C6868,7,67,51,44,162,1,105,223,208,13,6,0
774,C6302,3,26.5,76.5,59,162,1,27,39,108,8,6,0
1164,A6956,4,58,85.5,19.25,162.75,2,17,41,176,14,7,0
611,B6400,4,156,7,0,163,3,21,65,135,8,4,0
1358,A6830,4,84,29.25,49.75,163,1,49,59,160,12,7,1
221,10817852,3,70,93,0,163,3,18,183,58,5,6,1
1003,A6254,6,47,100,16.5,163.5,1,2,9,49,12,0,1
654,10804292,4,163,1,0,164,1,95,312,108,9,8,0
1537,10843113,6,17,124,23.5,164.5,2,124,133,599,31,8,0
832,A6852,3,2,94.5,68,164.5,3,92,190,387,13,0,0
717,10803833,6,63,69,32.75,164.75,2,51,74,138,12,4,1
1265,K7481,6,0,155.25,9.5,164.75,2,1,35,52,8,0,0
1482,A6271,6,38,105.5,21.5,165,1,20,35,45,10,0,0
1095,10825591,5,37.25,121,7,165.25,2,27,54,124,8,5,0
395,A6116,7,19,61,85.25,165.25,1,42,75,163,10,0,0
497,M7181,2,0,151.75,13.5,165.25,2,16,60,33,4,8,0
190,10805117,3,16,149.5,0,165.5,3,7,22,53,8,5,1
1295,10804882,4,0.5,112,53,165.5,1,74,137,118,8,7,1
547,B6509,5,37.25,129,0,166.25,1,18,72,92,10,5,0
1307,S5649,1,23.5,81,63,167.5,1,24,59,203,16,5,1
1548,10804193,6,24,33,110.75,167.75,3,235,305,943,22,7,0
207,A7354,6,54.5,109.5,4,168,1,7,29,22,6,8,1
937,S5655,1,47,4.75,116.25,168,1,43,111,277,9,0,1
669,10804006,2,13,85,70,168,1,102,138,389,13,4,0
1764,C6448,6,49.5,93,26,168.5,1,36,51,113,10,0,0
1823,D6225,6,81,69.25,18.5,168.75,2,4,10,57,20,15,1
1712,C6567,7,16.25,85.5,67,168.75,1,11,28,105,13,0,0
1077,D6329,5,127,39,3,169,1,64,59,83,9,8,1
938,B6205,11,71,93,5,169,1,51,83,173,19,6,1
1558,10683223,5,126.25,27,16,169.25,1,72,78,183,11,4,1
1257,B6565,5,36.25,12,121,169.25,1,90,114,162,11,4,1
1334,D6283,2,22.5,73.75,73,169.25,1,41,88,24,4,5,1
1423,B6343,6,151.5,7.5,10.5,169.5,2,48,74,221,16,13,1
865,10804081,2,0,169.5,0,169.5,1,13,63,42,5,8,0
1018,10804781,6,87.25,11.5,71,169.75,1,108,108,165,13,5,1
580,M6014,1,4.25,165.5,0,169.75,1,24,76,97,7,8,1
527,10770325,3,110,60,0,170,1,3,60,11,4,4,1
961,A6815,6,40,82,48,170,1,29,57,107,11,5,1
855,10803661,4,3,93,74,170,2,13,39,23,7,5,1
898,S5361,2,0,138,32,170,1,11,80,67,6,0,1
1075,10870071,8,85.75,42.75,41.75,170.25,3,37,69,126,16,11,1
1364,10842353,5,123,34.5,13,170.5,2,37,58,77,11,9,1
1571,A6503,5,26,47,97.5,170.5,1,10,28,46,12,0,1
599,A6856,7,116.5,54.5,0,171,1,20,24,109,14,10,0
293,A7197,3,4,129,38,171,1,0,25,17,5,4,0
979,10834669,5,57,78,37,172,2,43,45,79,10,4,0
817,10803651,7,19.5,97.5,56,173,2,21,49,98,12,7,1
1273,B6147,5,25,0,148.5,173.5,1,10,45,63,8,4,0
429,A6638,6,11,71.5,91,173.5,1,7,25,61,9,5,1
1443,D5116,5,0,83.25,90.25,173.5,2,107,118,240,11,0,1
347,C6370,4,114,60,0,174,1,6,29,17,5,0,0
1540,B6303,6,64.5,90.5,19,174,3,118,140,271,19,8,1
435,T5053,7,29,59,86.5,174.5,1,18,39,79,10,8,0
711,D6038,5,26,88.5,60,174.5,1,106,147,171,10,8,1
902,A6748,5,62.5,34.75,77.5,174.75,2,7,61,106,9,5,0
349,B6552,3,12,83.25,79.5,174.75,2,19,31,126,10,4,1
977,A6213,6,17,5,153,175,1,34,58,126,12,0,1
361,10855677,5,3,21,151,175,1,22,52,137,13,6,0
1147,A6312,5,17.5,70,88,175.5,3,142,211,484,14,0,0
1812,A6453,6,37.75,80.5,57.5,175.75,1,194,315,380,17,0,1
1326,10754551,6,29.25,80,66.5,175.75,2,46,48,196,14,11,1
1011,10645368,4,57,119,0,176,1,3,35,53,6,5,1
487,10794591,3,0,0,176,176,2,19,60,59,6,5,1
461,10803959,2,0,148,28.5,176.5,1,0,46,27,3,8,1
1372,10803863,5,156.75,20,0,176.75,2,7,30,26,6,4,0
179,10870121,6,78.75,58.5,39.5,176.75,4,13,20,61,13,8,1
1219,N8524,5,28,78,71,177,2,9,40,128,13,5,0
1582,10817697,5,37,17.5,123,177.5,3,80,102,358,18,5,0
881,A6594,3,0,21.5,156,177.5,1,44,136,246,12,4,0
140,10803754,5,64,114,0,178,2,121,92,167,14,5,1
306,10874843,4,25,131,22,178,1,8,48,48,8,4,0
571,C6134,6,121.5,57,0,178.5,1,18,11,17,10,6,0
943,10884511,5,61.5,75,42,178.5,1,24,30,23,9,5,0
1633,10803604,3,0,68,111,179,2,16,43,31,6,5,0
559,C6770,6,146.5,33,0,179.5,2,28,74,155,9,0,1
1303,D6070,3,69,108.5,2,179.5,2,16,39,134,9,0,0
452,A7692,2,0,88.5,91,179.5,1,0,18,45,5,5,1
1696,M7147,5,9,36,134.75,179.75,2,46,86,168,13,7,0
122,M5189,5,51.5,66.5,62.5,180.5,1,271,301,637,19,8,1
169,S5481,1,4,69.75,107.25,181,1,123,121,246,11,9,1
1343,S5604,2,30.5,94.25,56.75,181.5,2,23,64,236,11,0,1
1710,C5942,6,13.25,9.5,159,181.75,2,42,105,110,7,0,0
862,A6668,10,109,54,19,182,2,6,26,248,29,0,1
571,10888882,4,10,172,0,182,2,20,48,24,5,6,1
147,10804057,1,6.5,82,93.5,182,2,65,90,327,13,12,1
154,A7225,6,89.5,93.25,0,182.75,1,8,52,130,8,8,0
1677,D6228,5,47.25,85.5,50,182.75,4,179,127,192,14,7,1
69,B6643,3,93,83,7,183,2,21,32,23,6,6,1
603,B6131,6,32.5,150.5,0,183,1,22,60,62,10,4,1
859,10838595,4,13.25,169.75,0,183,1,92,195,297,12,9,0
121,A6786,5,58,76.5,49,183.5,1,12,19,88,12,9,1
423,A7248,6,30.5,102,51,183.5,2,15,64,69,9,6,1
81,B6311,2,13.5,111,59,183.5,2,2,24,19,5,5,1
1332,B6425,7,67,96.5,20.5,184,2,39,50,166,17,9,1
787,10803240,6,36,11,138,185,1,88,194,116,10,4,0
868,10885447,4,0,77,108,185,1,3,101,44,5,8,1
1736,A6646,4,12,154.5,18.75,185.25,2,29,92,171,9,4,0
1706,K7535,6,76.5,89,20,185.5,1,8,39,81,8,5,0
124,S5479,1,11.5,140.75,33.25,185.5,2,130,143,311,11,5,0
1166,B6428,2,94.5,19.25,72,185.75,2,27,69,127,7,4,1
1628,B6582,5,20,87.5,78.5,186,2,36,68,186,11,0,0
1522,B6790,4,47.5,35,104,186.5,1,65,99,109,9,4,0
912,D6203,5,30,37.5,119,186.5,1,95,152,134,11,8,0
1449,10837110,7,83.75,53,50,186.75,2,37,59,114,15,5,0
615,10803804,2,171,16,0,187,2,3,60,27,5,5,0
173,C6520,7,0.5,113,73.5,187,2,107,93,203,17,7,1
1295,A6793,4,66.25,111.25,10,187.5,1,16,60,75,9,7,0
975,B6652,5,0,79,108.75,187.75,1,43,67,121,12,8,1
356,10805097,5,32.5,121.5,34,188,1,28,36,195,19,6,0
377,10803537,2,132.5,55.75,0,188.25,3,41,59,36,7,5,1
264,10808750,5,58,91,39.25,188.25,1,46,43,69,11,5,0
209,10805247,6,46.5,142,0,188.5,1,35,58,96,11,8,1
1014,10837752,3,16.25,95,77.5,188.75,2,49,151,47,4,5,0
1575,H9118,5,0,152.5,36.25,188.75,3,84,251,506,14,0,0
766,N8526,2,111.5,77.5,0,189,2,19,85,76,4,4,1
1493,10826638,2,125.5,27,37,189.5,2,28,88,37,6,5,0
17,S5400,8,13,0,176.5,189.5,1,7,66,85,12,0,0
1296,10790954,9,90,94.75,5,189.75,2,96,86,362,18,4,1
941,B6923,5,46.25,142.5,1,189.75,2,50,79,157,12,7,0
1204,10833674,4,8,75,107,190,1,54,179,88,10,6,0
456,B6849,3,0,1,189,190,2,14,65,45,7,7,0
