,JobCode,deptcount,srhrs,midhrs,jrhrs,totalhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
650,10804511,4,193.75,105,0,298.75,2,13,29,56,8,9,0
661,S5456,2,10,166.75,122,298.75,1,368,176,616,20,4,0
703,10804561,5,125,52,122,299,1,106,243,318,15,4,1
287,B6072,4,10,236,53,299,1,3,37,66,9,10,0
947,B5948,6,22,93.5,184,299.5,2,335,337,594,17,0,0
1428,D5015,7,156.25,55.75,88,300,1,79,105,197,13,0,0
1596,A6854,5,79,197,24.5,300.5,2,45,90,108,13,0,1
1157,A6729,6,77.75,53.25,169.5,300.5,2,37,94,157,10,0,1
1502,10804192,8,67.5,177,56,300.5,5,205,125,346,21,8,0
1389,C6560,5,38,206.75,56,300.75,1,30,59,29,6,4,1
750,10804685,5,1,299,1,301,3,33,91,78,9,6,1
1433,10854645,2,116.5,96,89,301.5,1,15,45,33,5,4,1
1735,B6162,8,42,166.5,93,301.5,2,14,35,77,15,6,0
373,10834006,4,4,185,112.5,301.5,1,202,252,277,14,4,1
1306,10803871,3,120,164,18,302,2,22,78,49,10,4,0
1005,K7452,8,92,78.75,131.5,302.25,1,127,256,197,9,0,0
718,A6858,9,114,139.5,49,302.5,1,24,33,146,20,9,1
360,A6913,5,134,47,123,304,1,11,46,101,10,6,0
851,10827151,5,27,136,141,304,2,70,74,126,13,5,0
418,M5285,4,240,24.25,40,304.25,2,174,181,342,18,5,0
122,10818889,8,83,116.5,105,304.5,2,50,73,113,13,6,0
1509,B6051,7,55.25,225,25,305.25,2,20,58,109,12,5,0
833,A6726,5,36.5,158.5,111,306,2,38,59,80,10,14,1
1042,A7199,6,27,140.5,138.5,306,1,18,37,151,16,6,1
1654,C5614,3,21,8,277,306,2,109,210,146,9,0,1
790,J6559,5,10,84.5,211.5,306,1,67,109,136,14,5,1
1044,10818544,3,0,136,171,307,2,2,182,27,4,5,1
1400,10803581,5,103.75,82,122,307.75,1,188,321,215,8,5,0
951,10804264,5,11.75,154.5,141.5,307.75,1,127,272,182,13,7,0
1597,M7143,5,95.75,10,202.25,308,2,141,273,372,16,6,0
744,10882873,5,193.5,103.5,11.25,308.25,1,11,39,46,7,6,1
1360,D5212,3,82,219,7.5,308.5,1,19,74,116,7,7,0
1080,10882195,7,82.25,220.5,6,308.75,3,62,65,83,13,6,0
1110,10849244,10,225,35.5,48.5,309,1,12,39,157,24,8,0
202,10842494,5,211,98,0,309,1,43,91,42,6,9,1
1584,10804832,8,55,93,161,309,1,111,93,98,14,0,1
300,B6545,10,140.75,19.5,149,309.25,3,211,74,297,30,0,1
406,C6827,5,10,47.75,251.5,309.25,1,63,132,273,11,9,0
1529,D6122,6,100.5,185,24,309.5,3,156,110,90,15,9,1
1315,A7455,5,24.75,96,188.75,309.5,2,25,41,254,21,6,1
610,10973989,2,162,148,0,310,4,43,122,28,3,7,1
208,10847388,7,109.75,62,138.5,310.25,3,61,67,140,13,12,1
730,10831030,5,103,86.5,121,310.5,2,41,90,99,11,4,0
209,C6600,5,35,98,177.75,310.75,2,195,99,242,20,4,1
983,10803861,5,8.25,60,242.5,310.75,3,66,59,119,14,4,1
626,10804614,9,103.5,171.5,37,312,4,239,363,422,13,0,1
1629,J6562,5,58.5,32,222,312.5,1,41,91,89,12,5,1
1581,10803967,6,24,173,116,313,2,41,50,58,10,5,1
125,D5255,5,219.5,91.75,2,313.25,1,126,331,193,7,4,1
623,10803745,5,190.25,123.5,0,313.75,3,16,35,80,14,5,1
479,C6558,3,0,42.5,271.5,314,1,2,34,10,3,8,1
1124,10657673,6,125.75,116.5,72,314.25,1,29,46,155,13,0,1
564,A7242,8,176.5,138.5,0,315,1,69,57,83,13,7,0
200,B6916,5,51.75,184.25,79,315,2,33,72,177,9,0,1
1184,S5634,1,5,57.5,252.5,315,1,38,90,215,9,8,1
337,B6581,4,59.5,105.75,150,315.25,3,34,45,170,15,7,0
75,10812150,4,206,55.5,54,315.5,1,48,43,38,10,5,1
785,10803530,7,55,175.5,86.75,317.25,2,65,65,185,22,5,0
113,C6351,7,95,130.5,92,317.5,1,48,60,103,11,7,1
1102,B6693,3,35,27.5,255,317.5,2,117,243,90,8,4,0
877,B7000,6,17,3,298,318,1,2,63,89,8,6,0
391,J6657,2,2.5,70.75,244.75,318,2,87,191,486,11,8,1
791,A6028,3,0,6,312,318,2,81,267,209,9,0,1
1227,D5190,3,21.25,231,67,319.25,1,65,75,141,11,0,0
1432,D5192,7,56.75,158.75,104.25,319.75,1,29,67,175,11,0,1
1680,10804994,3,92.5,69,159,320.5,2,23,37,30,7,7,0
1305,10824618,5,87,205.25,28.25,320.5,3,17,23,42,12,6,1
680,D5204,4,34.5,63.25,223,320.75,2,54,76,54,10,0,0
99,A6318,5,111.5,132.75,77,321.25,2,31,28,94,19,0,1
904,A7163,6,211.5,84,26,321.5,1,127,133,262,16,7,0
132,10804182,6,46.25,175,100.5,321.75,4,206,277,285,15,7,0
641,A7126,7,16,264.5,42,322.5,2,100,133,169,11,7,1
283,10803880,5,87,85.5,150.5,323,3,370,271,1213,29,9,1
128,K7500,5,50.5,164,108.5,323,1,61,151,84,8,5,0
1373,B6458,4,108,79.5,135.75,323.25,2,46,36,140,13,6,0
1262,M8129,2,0,319.25,5,324.25,2,45,151,163,6,5,1
1834,C6170,5,72.5,170.5,82,325,3,34,39,172,23,0,1
1507,B6912,5,41,214.5,69.75,325.25,3,99,80,211,19,0,1
150,A6316,10,28,297.5,0,325.5,2,2,45,131,22,0,1
1646,10918884,2,0,173,152.5,325.5,1,4,57,9,4,5,1
1049,10803821,8,79,176,71,326,2,75,60,269,23,5,0
1637,A6543,6,10,132.5,183.5,326,1,62,88,158,16,0,0
1069,10845991,7,0,145.5,180.5,326,2,40,81,66,10,5,0
918,10804035,2,17,150.75,159,326.75,1,117,135,598,19,4,0
301,C6030,8,151,31.5,145,327.5,4,47,67,267,18,6,0
1221,C6271,4,198.5,20.5,108.75,327.75,2,62,79,192,12,11,0
715,A7612,7,197.5,50.5,80,328,1,75,44,149,17,7,1
870,10803976,1,5,122.5,200.75,328.25,1,94,182,565,12,9,0
201,S5451,5,2,284.25,42,328.25,1,84,168,165,8,7,0
166,10801071,7,154,124.5,50,328.5,2,76,46,253,20,6,1
941,10803652,4,13.5,149,166,328.5,1,30,72,54,7,5,1
946,10805138,5,229,60.75,39,328.75,2,59,86,238,17,8,0
983,B6271,7,68.5,178.5,82,329,2,17,38,65,14,9,1
1532,10645455,7,51.25,231,47,329.25,1,171,177,363,16,0,0
112,C5760,6,45.5,125,158.75,329.25,3,105,163,294,12,0,0
378,C5997,10,130,177.75,22,329.75,1,166,178,507,18,0,0
1698,B6064,6,109.5,26.5,194,330,1,17,63,111,9,6,1
1453,10834227,5,173.25,147.5,10.75,331.5,2,181,134,381,19,7,0
854,10840068,8,98.5,71,162,331.5,1,36,91,65,9,7,0
859,C6647,5,223.5,49,59.5,332,2,35,66,84,12,4,1
1054,A6512,3,16,133,183,332,1,77,202,132,6,0,1
227,H9177,5,14.5,290.25,27.5,332.25,1,63,93,177,13,7,0
398,A6813,4,38.5,158,136,332.5,2,31,90,108,11,0,0
712,B6331,4,76.5,48.25,209.5,334.25,2,154,132,383,16,6,1
184,B6957,8,285.75,21.5,27.5,334.75,1,70,79,222,17,0,0
1351,10878292,5,234.75,0,100.5,335.25,1,58,54,38,11,6,0
1007,10803660,8,73.5,72,190,335.5,1,102,138,306,14,7,0
826,C6489,5,13,186.5,136,335.5,1,23,55,75,12,7,0
1703,C6878,5,214,49.5,73,336.5,2,56,51,110,16,0,1
1435,10792232,7,52.75,88.75,195,336.5,2,375,285,832,27,5,0
1364,S5385,3,9,222.75,105.25,337,1,229,199,814,19,0,1
1697,10804491,2,10,143.5,184.75,338.25,3,167,299,184,10,8,0
735,J6709,3,67.5,84,187,338.5,2,16,44,55,7,4,1
1562,J6519,6,63.5,13.75,261.75,339,1,81,178,471,14,6,0
1639,S5573,1,16.75,312.5,10,339.25,1,42,151,361,10,5,1
1288,A6329,3,0,233,106.5,339.5,1,45,109,152,10,5,1
419,10803996,5,210,0,129.75,339.75,3,114,293,164,9,6,0
711,C6336,4,134,76.75,129,339.75,2,114,156,176,16,5,1
1028,B6770,9,49,137.75,153.5,340.25,2,78,56,260,22,8,1
1482,10801901,7,15.5,264,61.5,341,3,10,46,188,17,5,1
346,10804362,7,53,146.5,141.75,341.25,1,36,67,103,14,13,0
491,A6322,2,0,8.5,332.75,341.25,3,78,205,411,12,0,0
1436,A6385,8,159.5,160.5,22.5,342.5,1,115,108,170,16,4,1
1561,M5274,5,22,82.5,238,342.5,2,37,100,184,14,6,1
1327,D6349,7,312.75,26,4,342.75,1,68,62,162,16,9,1
594,B6250,4,195.25,147.5,0,342.75,1,52,92,68,5,7,0
801,K7506,9,141.75,119.75,81.25,342.75,3,121,144,289,17,5,0
1021,N8531,4,37.5,249,56.5,343,2,5,21,32,10,10,0
827,C6500,8,150.25,65,128,343.25,2,18,20,177,30,8,1
1654,10803925,5,12.5,212.25,118.5,343.25,3,92,194,229,12,5,1
1062,10825295,5,88.5,125,130,343.5,2,83,87,64,13,11,1
655,D5067,5,24,219.5,100,343.5,2,48,72,88,9,0,1
353,10838426,3,122,222,0,344,2,22,65,31,6,4,1
118,10825461,5,91,232,21,344,2,29,36,52,10,4,0
439,C6737,7,86,165.25,92.75,344,1,146,95,250,18,7,0
54,10839544,2,120.25,0,224,344.25,2,45,163,62,6,6,0
1603,10804748,8,74,97,174,345,2,65,92,125,16,4,1
1508,10814842,5,137,203.5,5,345.5,4,7,7,43,20,9,0
1182,10804764,5,39,3,304,346,1,35,87,86,9,7,1
675,B6681,6,177.5,112,57,346.5,2,16,27,62,11,0,0
148,K7533,4,109.5,222.5,14.75,346.75,1,26,74,69,8,4,0
1355,K7483,8,187.5,52,107.75,347.25,4,86,179,198,13,6,0
1241,D6233,7,60.5,243,44,347.5,1,25,21,135,22,7,0
1156,A7170,7,237,74.5,37,348.5,2,72,43,129,16,5,1
720,10817693,5,89.75,120.75,138.5,349,2,140,116,460,19,5,1
875,10805255,1,0,19,330,349,3,21,137,167,5,0,1
840,10805049,5,71.25,273,5,349.25,1,9,113,137,9,5,0
1289,A6079,6,152,82,116,350,1,62,100,117,12,7,0
1124,10803732,4,117.25,125.25,107.5,350,2,41,102,138,9,7,1
149,S5322,4,16,310.5,24,350.5,1,133,270,234,12,0,0
640,A7406,7,49.5,144.75,156.5,350.75,1,20,29,182,24,6,0
1087,S5377,2,36.5,191.25,123.5,351.25,1,140,120,488,18,0,0
428,10825592,3,11.5,337,3,351.5,2,34,102,165,9,6,1
753,10864464,6,109.5,231,12,352.5,2,38,53,59,9,5,1
795,M5171,4,214.75,138.5,0,353.25,2,111,378,571,12,4,1
1542,10833717,7,129.25,203,21.5,353.75,1,53,49,268,34,5,0
922,A6953,4,201.5,128,25,354.5,3,35,63,96,13,0,1
811,10804326,8,74,110.5,170,354.5,2,37,73,96,13,6,1
772,C6563,5,13.75,214,127.5,355.25,3,276,191,347,15,0,0
1160,B6878,4,17,268.75,70.5,356.25,2,11,35,115,10,5,1
956,L5010,9,49,96.5,211,356.5,1,88,92,279,19,0,0
1248,10804638,7,24,252.5,80.5,357,3,79,87,158,15,7,0
1106,B6711,6,59,48.5,249.75,357.25,2,106,84,273,21,0,1
319,B6224,6,73,98.5,186,357.5,1,46,51,63,11,0,1
1210,10804846,3,0.5,142.5,215,358,1,198,396,402,13,5,1
1640,C6697,5,82.5,103,173.25,358.75,1,106,89,219,15,8,0
203,10803657,5,49.5,251.5,58,359,1,53,68,172,15,4,1
583,10804528,4,246.25,113,0,359.25,2,18,30,22,7,6,1
1434,A6295,6,177.25,32.75,149.5,359.5,2,59,157,153,10,4,0
1668,B6872,7,83.75,72.75,203,359.5,1,62,43,112,19,10,1
1244,10859792,2,2.75,85.5,271.5,359.75,1,74,91,272,14,8,1
154,10803662,3,58,161,141,360,2,30,72,39,8,0,1
1115,C6368,8,49,113,198,360,1,84,119,150,15,10,0
1658,D6184,6,90.75,53.5,216,360.25,1,11,27,118,14,8,1
411,10823431,6,117.5,112.5,131,361,2,21,38,34,14,8,1
1397,C5800,3,38,0,323,361,2,107,200,142,8,0,1
1589,10885486,1,8,289.5,63.5,361,2,117,80,263,16,7,0
714,10805074,5,50.5,43.5,268,362,5,619,445,635,15,4,0
1783,C6700,6,81,99.5,182.5,363,1,78,81,215,16,7,1
386,10882790,6,34,68,261,363,2,132,283,283,12,4,1
1281,C6627,8,159.25,164.75,40.5,364.5,3,28,39,163,18,0,0
322,A7135,3,9,81.5,274,364.5,1,109,118,412,16,8,0
1811,B6026,6,63,96.5,206,365.5,1,74,98,235,16,6,1
1605,10817488,5,57,86.5,222,365.5,1,87,183,248,16,8,1
1146,10840820,9,154.5,178.5,33,366,2,268,202,497,21,6,1
318,B6336,6,36,89,241,366,1,17,33,137,22,5,1
746,10805094,3,58.5,177.25,130.75,366.5,1,15,39,36,9,8,1
936,10804872,7,67,148.5,151.5,367,1,68,98,284,18,8,1
600,A7762,3,252.25,115.25,0,367.5,2,20,34,83,10,4,0
517,10776924,6,131.5,236.5,0,368,3,167,167,473,20,7,1
1766,D5062,8,9,105.25,253.75,368,2,89,87,142,15,0,1
1632,C6883,6,128,146.25,94.5,368.75,1,109,115,204,14,10,1
955,B6773,5,182,64,124,370,1,71,74,111,14,4,0
235,B6335,4,163,98.75,108.5,370.25,1,55,46,73,13,0,0
1224,10803900,1,120,167.75,82.5,370.25,2,129,189,661,18,4,1
1669,P5034,5,20.5,127,223,370.5,1,9,39,19,8,0,1
342,10804920,4,195.5,58.5,117,371,1,40,53,71,11,7,1
998,10803687,8,153,212.5,6,371.5,1,289,336,372,13,7,0
541,10801938,8,96,275.5,0,371.5,3,25,40,142,16,5,1
944,10803792,7,218.5,125.25,28.5,372.25,4,61,69,200,24,15,0
1058,10847227,5,147,187.5,38,372.5,2,58,67,60,11,7,1
733,10763851,5,162,188.5,23.25,373.75,3,89,88,215,15,11,1
882,D6254,6,115.5,150.25,108.5,374.25,2,119,101,267,19,12,1
734,10822168,10,75,251.5,48,374.5,3,76,49,241,51,6,1
1472,10859610,2,0,220,154.5,374.5,1,8,33,51,9,4,1
120,10804244,8,187.5,172,16.5,376,3,49,60,115,13,4,1
759,D6191,8,172.5,115.5,88.5,376.5,2,125,130,339,23,9,0
160,10817308,7,76,172.75,128,376.75,1,22,106,151,13,6,0
123,10804477,4,65.75,288,23,376.75,1,58,97,133,14,7,1
1422,A6629,4,52,9,316.5,377.5,3,77,158,107,9,0,1
682,D6241,5,133,91,154,378,2,65,46,137,13,4,1
257,M5298,7,73.5,233,71.75,378.25,1,199,157,278,23,5,0
136,B6266,3,69.5,164.5,144.5,378.5,1,31,31,169,21,0,0
1483,10805115,6,290.25,23.75,65,379,3,558,557,952,17,14,0
277,A6052,4,155,44.5,179.5,379,2,116,269,198,10,6,0
929,D5177,7,93,45,241,379,1,80,48,82,14,0,1
1514,C6651,6,71,147.25,161,379.25,1,209,183,364,20,8,0
701,B6091,4,153.5,74,152,379.5,3,94,101,259,15,7,1
366,C5812,2,34,1.5,344,379.5,2,29,90,90,3,0,0
1833,A6121,6,5,340.5,34,379.5,1,74,155,215,11,8,0
1584,10804723,7,83,185.5,112.5,381,1,41,74,43,9,6,1
1636,10846373,5,74,108,200,382,1,23,68,90,13,6,0
251,B6870,6,48,42,292.25,382.25,1,74,63,79,11,6,1
839,S5431,4,116,200.5,66,382.5,1,141,211,306,11,0,1
502,10804280,3,0,0,383,383,1,0,33,13,6,5,0
1559,C6088,8,81.25,230.5,71.5,383.25,1,40,48,140,14,0,1
1513,A6550,2,0,303.5,80,383.5,2,1,31,24,5,4,0
155,K7466,6,97,131.5,155.5,384,2,64,113,142,10,0,0
1616,10803643,3,30,353.5,0.5,384,2,85,236,121,7,4,1
1438,C6550,2,276,88.75,20,384.75,3,82,119,162,7,4,1
1627,A6805,9,120,134.5,130.5,385,1,87,53,221,23,0,0
754,C6026,6,58.5,296,31,385.5,1,41,44,99,13,6,0
1173,D6117,6,60.5,132,194,386.5,2,110,130,129,13,9,1
420,B6763,6,129.25,138.5,119,386.75,2,25,45,200,23,5,1
1412,A7011,6,45.75,127.25,214.5,387.5,1,140,130,552,21,10,0
174,10832266,5,79.5,248.75,59.5,387.75,2,165,152,272,15,17,1
289,10868933,5,76.5,78,233.75,388.25,1,14,37,38,10,6,1
1120,C6270,8,97,134.5,157,388.5,3,52,105,279,24,5,1
977,10803961,1,0,63.5,325,388.5,2,48,364,69,4,4,1
1707,B6430,7,315.25,0,74,389.25,2,40,37,91,13,5,1
562,10823829,4,195.5,194,0,389.5,1,28,86,52,7,4,1
1631,D5111,13,152.5,232.25,5,389.75,3,168,138,538,41,0,1
117,C6287,8,53.5,156.5,180,390,2,23,41,140,18,4,0
1683,10805877,5,178.5,121,92,391.5,2,9,31,39,11,10,0
1410,A6975,5,39,86,266.5,391.5,2,38,40,144,20,4,0
193,D6182,6,120.25,153,119,392.25,2,52,37,116,17,8,0
1438,10844494,9,285.5,62,45,392.5,4,43,23,86,20,14,1
1448,10801100,7,114.75,150,127.75,392.5,2,47,54,246,18,5,1
316,C5892,5,25,260.5,107,392.5,2,84,85,138,14,0,0
952,B6748,7,82.5,217,94,393.5,1,28,53,129,14,0,1
674,B6758,8,260,102,32,394,3,26,26,78,19,0,1
939,C6514,6,22,84,288,394,1,60,65,71,13,0,0
830,10804220,5,16.25,317.75,60,394,3,62,119,228,12,4,1
1424,B6378,4,169.25,55.5,172,396.75,1,36,45,164,15,0,1
1786,B6922,9,111,123.25,162.5,396.75,2,62,39,152,24,4,0
31,C6512,3,62,0,335,397,2,35,127,47,6,6,1
1476,B6300,7,53.25,236.75,107,397,3,249,169,418,24,8,1
1107,10812056,4,180.25,164.5,52.5,397.25,2,29,25,59,14,4,1
273,10816629,4,116.5,47,234,397.5,1,35,38,75,11,9,1
426,10804632,6,40.5,349.25,9,398.75,2,232,167,181,15,11,0
65,10803794,7,298.75,100.25,0,399,2,47,63,148,14,12,1
858,B6600,4,0,175,224,399,1,31,57,41,9,0,1
1293,10851287,3,102,80,219,401,2,42,81,49,9,6,1
740,B6403,5,154,220.75,27,401.75,2,203,225,209,16,0,1
1369,10804475,8,58,344.75,0,402.75,2,213,153,176,13,7,1
95,10804124,1,157.5,110.5,135,403,1,51,133,369,10,12,0
710,10828470,3,246,150.5,7,403.5,2,32,59,33,6,4,1
126,10803595,5,162.5,125,116,403.5,2,31,53,107,14,4,1
904,B6604,10,47,24,332.5,403.5,1,18,112,199,18,8,0
1318,10832546,2,0,395.5,8,403.5,1,8,102,55,3,5,0
101,B6716,5,297.25,88.5,18,403.75,1,96,94,207,16,8,1
1074,10869700,5,179,99,126,404,1,56,62,29,11,4,1
1024,C6977,3,125,146,133,404,2,15,52,34,6,5,1
246,10761390,6,16.5,321.5,66,404,2,40,125,404,17,5,1
947,10803986,4,285.25,108.25,11,404.5,1,24,134,166,9,8,1
1396,C6455,5,121.75,170,113,404.75,1,23,31,88,11,0,0
1328,10815801,5,265,93,47,405,2,59,76,117,12,5,1
1175,10816139,3,31,214.25,160,405.25,1,94,158,216,11,4,0
422,J6706,6,69.25,260.5,76.25,406,2,34,69,115,14,6,1
1230,M8127,4,13,304,89.5,406.5,4,362,362,613,18,5,1
1242,10805186,2,0,7.5,399,406.5,2,59,185,87,7,0,1
1259,10805233,3,14,220,173,407,1,7,105,64,4,5,0
1505,10804000,6,36.5,311,59.75,407.25,1,178,257,228,17,5,0
948,M5159,2,27.5,322.5,57.25,407.25,2,111,153,435,20,6,1
1060,10805242,7,11.5,290.75,105,407.25,1,49,211,227,14,5,1
266,10803985,1,45,193,169.5,407.5,2,224,183,546,16,6,0
1327,D6317,4,25.5,336.5,46.5,408.5,2,40,45,151,15,5,0
364,B6771,9,81,171,157,409,1,24,39,136,21,8,1
506,10846446,5,46.75,362.25,0,409,1,145,195,315,13,12,0
97,10823003,5,201,65.75,142.5,409.25,4,246,252,459,18,7,1
1021,K7502,8,36,287.25,86,409.25,4,28,53,159,16,6,1
1321,C6684,7,296.5,65,49,410.5,2,85,89,124,14,12,1
1385,10804502,5,22.5,71,317,410.5,2,35,54,41,10,8,1
697,K7554,9,33.5,335.5,41.75,410.75,4,111,90,266,22,6,1
1233,10804818,6,164,99,148,411,1,114,171,171,13,8,0
374,10804985,3,28,271,112,411,1,22,105,80,6,5,0
1244,D5099,10,176.75,185.5,49,411.25,1,108,105,302,16,0,1
1140,10833701,2,0,13,398.75,411.75,1,9,132,158,6,5,0
1479,B6948,3,109,254,49,412,2,23,70,18,6,0,1
293,B6301,7,11,245.25,155.75,412,3,221,168,551,29,0,0
1475,10803926,6,134.5,64.5,213.75,412.75,1,68,79,122,15,12,1
1790,A6943,4,0,149,264,413,2,125,283,321,11,4,1
1002,10832547,2,0,413.5,0,413.5,1,4,94,50,2,5,1
919,10841741,5,130.25,197,86.5,413.75,2,12,43,151,16,6,1
1237,10657675,7,83.75,213.5,116.5,413.75,2,59,82,279,15,6,0
1366,C5524,8,160.5,143,110.5,414,2,260,259,628,20,0,1
407,C6855,7,54.5,121.5,238,414,1,40,44,113,15,5,1
503,10825139,4,0,43.5,371,414.5,1,14,85,171,12,6,0
1705,B6586,5,312,88,14.75,414.75,2,10,29,81,13,7,0
758,10785929,9,58.5,336.25,20.25,415,3,124,142,479,20,5,0
1349,10858385,4,385,17.5,13,415.5,1,107,228,97,9,8,1
1673,B6825,7,69,242.5,104,415.5,1,121,70,88,15,5,1
1109,10804613,5,37.5,348,30,415.5,1,18,60,38,13,5,0
989,J6654,4,171,206.25,38.5,415.75,2,69,184,127,15,6,0
38,10850826,4,107,0,310.5,417.5,1,36,215,69,10,10,1
1216,10804463,5,155,219,43.75,417.75,3,155,169,500,19,4,0
789,10804850,5,52,352.75,13,417.75,2,258,207,202,13,6,1
1527,10804620,6,52,193,174,419,1,26,88,48,10,6,0
229,C6355,4,16,290.5,113.5,420,1,149,252,517,13,9,1
836,10804067,5,381,39.25,0,420.25,2,16,53,197,9,4,0
292,D6281,8,348.25,69.5,4,421.75,2,106,60,121,15,10,1
141,G8123,5,154.5,267.5,0,422,2,55,88,66,8,12,1
1117,D6319,7,106.75,179.25,136,422,2,96,67,296,26,8,0
1270,10804209,6,274,144.25,4,422.25,2,13,49,137,14,5,0
1302,10805206,4,62.5,177.25,182.5,422.25,2,101,128,211,12,4,1
268,10804757,8,55,367.25,0,422.25,2,68,81,79,13,4,1
1414,A6919,5,228,157.5,37.5,423,2,53,79,170,13,5,0
1025,B6738,5,47.5,42.5,333,423,1,25,67,172,13,4,0
1425,10803607,5,131.5,237,55.25,423.75,3,107,147,293,17,4,1
843,10805179,5,349,20,55,424,2,152,203,217,12,14,1
315,10803562,8,190.75,211.75,21.75,424.25,1,257,167,448,18,0,0
1681,C5717,7,81.75,286,57,424.75,2,162,197,131,15,0,0
188,M7146,4,7.25,4.5,413,424.75,2,63,214,188,8,5,0
987,10826951,3,125,143.5,158,426.5,1,18,29,20,9,8,1
671,A6946,4,79,1,346.5,426.5,2,65,140,121,10,4,0
5,C6062,3,428,0,0,428,1,19,121,14,3,0,0
752,A6998,8,118.25,129.5,180.25,428,2,19,29,122,24,0,0
1096,10804982,4,0,361.5,67,428.5,1,23,113,84,8,5,0
1633,A6371,6,108,117.5,203.75,429.25,2,21,39,175,16,9,1
182,10767594,7,55.25,349.5,25.5,430.25,2,56,81,64,12,6,0
1435,A6434,8,198.75,62.5,169.25,430.5,1,40,44,178,15,6,0
1698,A7909,6,321,62,48,431,2,34,91,38,11,6,1
192,F9693H,5,181,234,16,431,2,7,18,13,8,15,0
1045,10761530,4,146.5,108,177,431.5,3,29,46,89,12,4,1
857,C6040,7,233.5,124.25,74.25,432,2,250,142,318,18,9,1
963,10793866,7,193.25,163.75,75.5,432.5,2,148,91,421,21,5,1
1523,D5051,5,403.5,29,1.5,434,2,81,159,194,10,0,1
275,10803573,3,37,201.5,195.5,434,2,273,287,277,17,4,0
115,C6789,8,65,227.75,141.75,434.5,2,150,81,233,19,7,0
631,10814778,4,217,217.75,0,434.75,2,58,83,47,8,5,0
1292,10803608,5,56.75,168.5,210.25,435.5,1,71,63,273,21,4,0
1648,10735816,6,98,324.25,13.75,436,1,21,58,268,16,5,1
1652,10804052,3,117.5,184.5,134.5,436.5,3,103,134,483,17,6,0
1376,D6359,6,91,129.5,216,436.5,1,72,110,105,11,4,0
1550,10805243,5,272,101,64,437,1,12,41,40,8,4,1
1754,C6095,4,0,0,437,437,3,6,63,83,11,5,1
1027,D5211,5,184,69.5,185.25,438.75,3,50,53,255,21,0,0
844,A6900,2,99,329.5,10.5,439,2,19,32,46,8,4,1
1158,D5187,6,68,267.5,103.5,439,2,114,151,225,17,0,1
781,B6525,5,115.5,248.5,75.5,439.5,1,130,217,388,14,8,0
533,C5911,7,71,369.25,0,440.25,2,285,305,385,13,0,1
1218,A6683,6,135.75,276.25,29.5,441.5,2,60,151,261,17,5,1
1374,10805202,6,48,178.5,215.5,442,2,40,60,165,18,6,0
1762,A6935,5,189,214,39.75,442.75,2,104,95,346,16,5,0
1521,C6255,6,77,15,351,443,1,8,47,25,8,7,0
1586,10646148,7,206.25,131.5,105.5,443.25,2,46,56,208,17,7,0
385,10803777,3,65,108.5,270,443.5,2,38,52,65,14,4,1
702,10805084,7,356.5,23.5,64,444,4,66,65,199,23,7,1
350,C6379,6,207,62.25,175.5,444.75,1,122,133,121,12,4,1
1518,D5170,4,105.5,87.75,251.5,444.75,2,10,44,121,12,7,0
1594,D6326,6,161,264.5,20,445.5,1,39,39,73,13,7,0
80,A6989,6,152.75,171,121.75,445.5,3,105,81,366,27,0,1
1715,C6394,5,295.25,151,0.5,446.75,2,25,77,145,10,0,1
390,10814996,7,97,204.5,145.5,447,1,45,37,109,18,6,1
58,C6200,5,101,250.5,96,447.5,2,91,128,78,9,4,0
818,M5158,1,17.5,310.25,121,448.75,2,188,255,509,14,0,1
525,B6160,4,167,282,0,449,1,1,21,43,11,0,1
353,F9712H,7,9.5,93.25,346.5,449.25,2,56,99,192,14,0,1
1110,D5022,6,116,217.5,116,449.5,2,78,69,125,15,0,1
653,10870001,9,89,359.75,1,449.75,2,74,54,199,24,8,1
1083,A7717,7,283.25,103,64,450.25,3,41,39,222,18,6,1
1279,C6025,4,139.5,279.5,32,451,1,18,106,61,7,4,0
1488,C6462,6,214,135,102.5,451.5,1,32,38,117,14,10,1
1117,A6600,6,181.5,232,38,451.5,4,47,83,168,14,7,1
1854,K7477,2,351,100.75,0,451.75,1,45,214,51,5,4,1
266,10676573,10,101.75,269.5,80.5,451.75,1,35,42,203,20,7,0
1355,10721632,8,159,187.25,106.5,452.75,3,201,171,809,27,7,1
30,A7203,6,453,0,0,453,1,12,89,136,7,5,1
1277,A6524,5,107.25,240.75,105,453,2,185,167,185,13,5,1
629,B6568,4,201.5,204.75,47.5,453.75,4,97,65,253,20,0,1
908,A7613,6,121.25,234.75,98,454,2,14,29,237,24,7,1
1239,A6461,7,49,390,15,454,1,41,92,151,17,0,0
557,A6356,8,271.25,183.25,0,454.5,3,40,102,146,11,4,0
1461,10803923,5,72.25,304.5,78,454.75,2,36,90,152,13,11,0
174,D6046,3,8,266,181,455,1,57,72,17,4,5,0
1485,C6904,4,31.5,255,170,456.5,2,33,74,178,13,6,1
762,A6857,5,226,68,164,458,1,28,20,101,17,5,1
995,10874150,6,6,111,341,458,1,199,292,341,14,4,1
247,B6837,6,159.75,193.25,105.25,458.25,1,83,112,188,15,6,1
1545,10870708,5,141,282,35.5,458.5,1,246,272,209,12,8,0
