,JobCode,deptcount,srhrs,midhrs,jrhrs,Psrhrs,Pmidhrs,PjrHrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
885,10945344,4,0.0,55.0,95.5,0.0,0.3654485049833887,0.6345514950166113,1,65,193,77,5,4,0
886,10812056,4,180.25,164.5,52.5,0.45374449339207046,0.41409691629955947,0.13215859030837004,2,29,25,59,14,4,1
887,10804861,12,2010.75,3070.75,961.75,0.33272659578868985,0.5081289041492575,0.1591445000620527,5,442,114,835,63,8,0
888,10804350,6,20.0,200.5,51.0,0.07366482504604052,0.7384898710865562,0.1878453038674033,3,124,161,292,16,8,0
889,10835134,3,169.0,468.75,8.5,0.2615087040618955,0.7253384912959381,0.013152804642166345,2,65,103,59,10,4,0
890,10803528,7,332.0,319.0,52.5,0.47192608386638235,0.4534470504619758,0.07462686567164178,3,20,34,57,21,4,1
891,10804964,8,332.5,1154.5,686.5,0.1529790660225443,0.5311709224752703,0.3158500115021854,3,318,247,257,17,5,1
892,10804524,3,5.0,19.0,0.5,0.20408163265306123,0.7755102040816326,0.02040816326530612,1,0,3,10,4,4,0
893,10804917,4,86.5,37.0,111.0,0.36886993603411516,0.15778251599147122,0.47334754797441364,1,55,61,87,12,7,1
894,10804147,2,5.0,205.5,9.0,0.022779043280182234,0.9362186788154897,0.04100227790432802,2,33,126,285,9,8,1
895,10804427,5,78.25,88.5,70.0,0.33051742344244983,0.3738120380147835,0.29567053854276665,1,28,39,80,14,4,1
896,D6319,7,106.75,179.25,136.0,0.25296208530805686,0.42476303317535546,0.3222748815165877,2,96,67,296,26,8,0
897,10860230,10,630.25,1144.5,546.5,0.2715131933225633,0.4930533117932149,0.23543349488422186,2,325,88,419,47,6,0
898,10804613,5,37.5,348.0,30.0,0.09025270758122744,0.8375451263537906,0.07220216606498195,1,18,60,38,13,5,0
899,10849244,10,225.0,35.5,48.5,0.7281553398058253,0.11488673139158576,0.156957928802589,1,12,39,157,24,8,0
900,10848236,5,63.0,23.0,8.0,0.6702127659574468,0.24468085106382978,0.0851063829787234,1,64,128,91,8,4,0
901,10821818,4,32.0,28.0,5.0,0.49230769230769234,0.4307692307692308,0.07692307692307693,1,33,97,57,5,4,0
902,10829826,5,34.0,89.75,14.5,0.24593128390596744,0.6491862567811935,0.10488245931283906,1,12,29,62,11,5,1
903,10804368,6,190.25,128.5,188.0,0.37543167242229897,0.2535767143561914,0.37099161322150964,2,54,67,161,16,5,1
904,10803636,6,27.0,42.0,5.0,0.36486486486486486,0.5675675675675675,0.06756756756756757,1,133,177,360,13,4,0
905,10803732,4,117.25,125.25,107.5,0.335,0.3578571428571429,0.30714285714285716,2,41,102,138,9,7,1
906,10803862,5,0.0,30.5,8.0,0.0,0.7922077922077922,0.2077922077922078,1,31,439,244,10,4,0
907,10874855,8,90.5,241.5,175.5,0.17832512315270935,0.47586206896551725,0.3458128078817734,1,20,46,97,16,4,0
908,10804070,1,2.0,117.25,93.5,0.009400705052878966,0.5511163337250293,0.4394829612220917,2,135,311,597,13,4,0
909,10804466,5,1.0,16.0,4.0,0.047619047619047616,0.7619047619047619,0.19047619047619047,1,0,36,46,7,7,0
910,10853959,2,0.0,18.5,2.5,0.0,0.8809523809523809,0.11904761904761904,1,12,40,32,5,6,0
911,10874164,4,5.0,73.0,71.0,0.03355704697986577,0.4899328859060403,0.47651006711409394,2,22,72,117,10,4,0
912,10875068,4,17.0,8.5,20.0,0.37362637362637363,0.18681318681318682,0.43956043956043955,2,0,12,19,7,6,0
913,10804108,9,713.75,178.75,9.0,0.7917359955629506,0.1982806433721575,0.009983361064891847,3,161,159,196,21,6,1
914,10832751,3,32.75,20.0,31.0,0.39104477611940297,0.23880597014925373,0.3701492537313433,1,3,26,23,6,7,1
915,10804232,12,3139.0,1007.0,468.25,0.6802839031261851,0.21823698325838436,0.10147911361543047,6,274,91,550,62,8,1
916,10805062,6,188.75,286.5,138.75,0.30741042345276876,0.46661237785016285,0.2259771986970684,1,58,53,148,21,6,0
917,10851043,2,0.0,35.0,44.0,0.0,0.4430379746835443,0.5569620253164557,1,7,79,77,6,5,0
918,F9713,5,576.25,125.5,94.5,0.7237048665620094,0.1576138147566719,0.11868131868131868,1,11,26,0,11,15,1
919,10804313,3,478.0,1758.0,726.25,0.1613638281711537,0.5934678031901426,0.2451683686387037,4,505,344,429,30,11,1
920,10803731,7,68.0,7.5,20.0,0.7120418848167539,0.07853403141361257,0.2094240837696335,1,29,52,81,9,4,1
921,10833701,2,0.0,13.0,398.75,0.0,0.031572556162720096,0.9684274438372799,1,9,132,158,6,5,0
922,10792995,8,90.0,339.25,51.5,0.187207488299532,0.7056682267290691,0.10712428497139885,2,279,206,546,25,4,0
923,10804992,7,602.75,1120.25,820.5,0.2369766070375467,0.44043640652643995,0.32258698643601336,3,123,75,502,41,6,0
924,10803850,6,129.0,244.0,394.5,0.16807817589576549,0.31791530944625407,0.5140065146579804,3,139,148,187,23,10,1
925,10804833,1,0.0,6.0,1.0,0.0,0.8571428571428571,0.14285714285714285,1,4,29,25,3,4,0
926,10805081,5,16.0,50.0,10.0,0.21052631578947367,0.6578947368421053,0.13157894736842105,1,0,6,18,7,6,1
927,10803753,8,27.5,82.5,29.25,0.19748653500897667,0.59245960502693,0.21005385996409337,2,70,152,370,18,10,1
928,10803579,14,839.0,1450.75,893.5,0.2635671090866253,0.4557449147883452,0.28068797612502944,6,1341,366,1353,54,12,0
929,10880777,5,37.0,47.0,194.0,0.13309352517985612,0.16906474820143885,0.697841726618705,2,30,34,47,10,7,1
930,10817306,8,57.5,170.5,4.0,0.2478448275862069,0.7349137931034483,0.017241379310344827,1,17,11,51,16,9,1
931,N8563,2,1.5,0.0,238.5,0.00625,0.0,0.99375,2,0,44,58,4,4,1
932,10804791,3,13.0,94.5,94.0,0.06451612903225806,0.46898263027295284,0.4665012406947891,1,70,207,50,8,6,1
933,10823050,4,84.5,450.0,548.25,0.0780420226275687,0.41560840452551373,0.5063495728469176,2,43,62,192,19,9,0
934,10817283,10,130.5,532.0,717.5,0.09456521739130434,0.3855072463768116,0.519927536231884,3,528,357,754,31,6,0
935,D6117,6,60.5,132.0,194.0,0.15653298835705046,0.34152652005174644,0.5019404915912031,2,110,130,129,13,9,1
936,10816139,3,31.0,214.25,160.0,0.07649599012954966,0.5286859962985812,0.39481801357186924,1,94,158,216,11,4,0
937,10868790,4,26.0,141.0,41.5,0.12470023980815348,0.6762589928057554,0.19904076738609114,1,31,48,67,9,4,0
938,10832046,6,264.5,1220.0,819.0,0.11482526589971782,0.5296288257000217,0.35554590840026046,2,147,130,143,16,7,1
939,10804979,5,1561.5,563.25,48.0,0.7186744908526062,0.2592336900241629,0.022091819123230928,2,151,193,458,19,7,1
940,10804590,9,1792.5,1493.5,1232.0,0.39674634794156705,0.33056662239929174,0.2726870296591412,3,159,89,103,29,8,0
941,10814999,4,26.5,29.0,16.5,0.3680555555555556,0.4027777777777778,0.22916666666666666,1,12,47,33,5,7,0
942,10804724,8,602.0,354.0,258.0,0.4958813838550247,0.2915980230642504,0.21252059308072488,2,188,112,311,29,12,1
943,10804712,9,414.75,555.25,459.75,0.29008567931456547,0.3883546074488547,0.32155971323657984,4,299,163,379,31,10,1
944,10857670,2,87.0,127.5,52.0,0.32645403377110693,0.47842401500938087,0.1951219512195122,1,122,302,482,11,4,0
945,10846162,8,682.0,740.75,568.5,0.34249843063402385,0.3720025109855618,0.28549905838041434,5,265,176,322,25,5,0
946,10812127,6,132.5,399.0,49.5,0.22805507745266781,0.6867469879518072,0.08519793459552495,2,93,60,241,23,4,1
947,10804764,5,39.0,3.0,304.0,0.11271676300578035,0.008670520231213872,0.8786127167630058,1,35,87,86,9,7,1
948,10858271,9,501.75,1129.75,108.0,0.2884449554469675,0.6494682379994251,0.062086806553607356,1,63,41,104,22,5,0
949,10848689,2,38.0,0.0,1.0,0.9743589743589743,0.0,0.02564102564102564,1,6,75,16,3,10,1
950,10805166,5,18.5,113.0,99.5,0.08008658008658008,0.48917748917748916,0.43073593073593075,1,44,35,79,11,4,1
951,10868158,5,41.0,62.0,44.75,0.27749576988155666,0.4196277495769882,0.30287648054145516,1,22,28,42,9,8,1
952,A7538,4,1.0,8.0,28.5,0.02666666666666667,0.21333333333333335,0.76,1,4,54,176,7,5,1
953,10801909,5,55.25,93.5,42.0,0.28964613368283093,0.49017038007863695,0.22018348623853212,1,62,78,207,10,6,1
954,10813163,3,194.5,6058.25,358.0,0.02942177513897818,0.9164240063532882,0.054154218507733616,1,78,138,167,23,5,1
955,10804995,7,58.75,29.0,6.0,0.6266666666666667,0.30933333333333335,0.064,2,42,46,77,12,8,1
956,N8529,3,11.5,10.5,5.75,0.4144144144144144,0.3783783783783784,0.2072072072072072,1,4,18,28,8,10,1
957,A7698,9,196.25,251.75,52.5,0.3921078921078921,0.502997002997003,0.1048951048951049,3,67,52,325,23,7,1
958,10803963,6,65.0,76.0,14.0,0.41935483870967744,0.49032258064516127,0.09032258064516129,2,101,662,379,16,4,0
959,10837973,5,0.0,72.5,117.5,0.0,0.3815789473684211,0.618421052631579,1,10,54,23,6,6,0
960,10826480,6,24.0,24.5,69.5,0.2033898305084746,0.2076271186440678,0.5889830508474576,2,65,87,166,14,6,0
961,10803866,8,159.5,170.75,134.5,0.3431952662721893,0.3674018289402905,0.2894029047875202,2,86,270,321,12,6,1
962,10804432,4,9.0,2.0,9.0,0.45,0.1,0.45,1,0,13,31,6,4,0
963,A7217,7,195.0,344.5,3.0,0.35944700460829493,0.6350230414746544,0.005529953917050691,2,92,104,172,18,7,1
964,10804816,6,379.25,1029.25,643.5,0.1848196881091618,0.5015838206627681,0.31359649122807015,2,120,136,87,14,9,1
965,10827155,4,8.5,114.0,23.0,0.058419243986254296,0.7835051546391752,0.15807560137457044,2,25,38,61,10,4,0
966,10880462,6,138.25,492.0,12.0,0.21525885558583105,0.7660568314519268,0.018684312962242117,1,42,65,111,14,8,0
967,10833674,4,8.0,75.0,107.0,0.042105263157894736,0.39473684210526316,0.5631578947368421,1,54,179,88,10,6,0
968,10823930,10,846.0,1649.25,188.0,0.3152892946985931,0.6146464175906085,0.07006428771079848,4,437,165,586,40,9,0
969,10804918,5,31.5,21.5,15.5,0.45985401459854014,0.31386861313868614,0.22627737226277372,1,33,46,145,12,6,1
970,10803973,6,18.0,18.0,41.0,0.23376623376623376,0.23376623376623376,0.5324675324675324,1,17,84,134,11,7,0
971,10919546,2,1.5,5.0,24.25,0.04878048780487805,0.16260162601626016,0.7886178861788617,1,33,90,49,4,4,0
972,10835066,7,1050.0,1881.0,606.0,0.2968617472434266,0.5318066157760815,0.17133163698049195,4,654,385,610,31,6,0
973,10860784,3,0.0,292.5,434.75,0.0,0.40220006875214853,0.5977999312478515,1,32,61,70,10,4,1
974,10804731,4,42.0,61.0,5.0,0.3888888888888889,0.5648148148148148,0.046296296296296294,2,79,103,134,10,4,0
975,10804096,4,534.0,1061.0,2686.5,0.12463531333877932,0.24763683043529,0.627027657836387,6,526,422,513,24,8,1
976,10874149,2,0.0,33.0,27.0,0.0,0.55,0.45,1,22,38,43,5,4,0
977,10874847,3,0.0,53.0,40.0,0.0,0.5698924731182796,0.43010752688172044,1,6,64,57,5,4,0
978,10887455,7,79.5,43.0,39.0,0.49226006191950467,0.26625386996904027,0.24148606811145512,1,41,28,49,14,6,1
979,C6440,5,328.5,416.75,408.0,0.2848471710383698,0.36137004118794713,0.35378278777368305,2,181,203,358,17,0,1
980,N8524,5,28.0,78.0,71.0,0.15819209039548024,0.4406779661016949,0.4011299435028249,2,9,40,128,13,5,0
981,10804869,6,525.0,561.5,46.0,0.46357615894039733,0.4958057395143488,0.04061810154525387,3,218,200,318,16,4,1
982,10804463,5,155.0,219.0,43.75,0.3710353081986834,0.5242369838420108,0.1047277079593058,3,155,169,500,19,4,0
983,10852640,4,0.0,65.0,13.0,0.0,0.8333333333333334,0.16666666666666666,1,13,24,30,6,7,1
984,10801907,7,27.75,6.5,5.0,0.7070063694267515,0.16560509554140126,0.12738853503184713,1,3,23,79,8,4,1
985,10804974,9,387.5,376.0,51.0,0.47575199508901167,0.4616329036218539,0.06261510128913444,5,362,178,339,36,4,1
986,10848729,10,479.0,708.0,351.0,0.31144343302990896,0.46033810143042914,0.2282184655396619,3,286,130,324,29,16,0
987,10803900,1,120.0,167.75,82.5,0.3241053342336259,0.4530722484807562,0.22282241728561783,2,129,189,661,18,4,1
988,10839933,5,79.0,31.0,13.75,0.6383838383838384,0.2505050505050505,0.1111111111111111,1,5,11,24,7,8,1
989,10857727,6,12.5,16.0,65.75,0.13262599469496023,0.16976127320954906,0.6976127320954907,2,38,71,103,9,7,0
990,10804523,6,441.75,217.0,30.0,0.6413793103448275,0.31506352087114337,0.043557168784029036,2,153,123,294,16,7,1
991,10804542,7,391.0,146.75,387.5,0.4225884895974061,0.15860578222102134,0.4188057281815725,2,134,107,272,20,9,1
992,10828092,8,368.75,927.5,80.0,0.26793823796548594,0.6739327883742052,0.05812897366030881,2,246,151,209,21,6,1
993,10854190,5,25.0,57.5,4.0,0.28901734104046245,0.6647398843930635,0.046242774566473986,1,15,37,31,9,5,1
994,10804732,4,82.0,37.0,84.0,0.4039408866995074,0.18226600985221675,0.41379310344827586,1,58,63,81,9,4,1
995,10803752,7,353.5,104.5,202.75,0.534998108210367,0.15815361331819902,0.306848278471434,2,135,158,259,17,5,1
996,10896449,3,0.0,0.0,24.0,0.0,0.0,1.0,1,5,71,30,4,10,1
997,10847932,7,197.75,127.25,200.25,0.37648738695859113,0.24226558781532603,0.38124702522608284,1,60,67,260,18,7,0
998,N8554,6,384.25,217.75,238.75,0.4570324115373179,0.25899494498959263,0.2839726434730895,3,84,52,99,14,5,1
999,10804461,4,22.25,91.75,10.0,0.17943548387096775,0.7399193548387096,0.08064516129032258,1,3,71,88,8,4,0
1000,10805043,3,2.5,92.0,43.0,0.01818181818181818,0.6690909090909091,0.31272727272727274,1,10,33,60,11,4,1
1001,10804609,5,37.25,151.0,3.5,0.19426336375488917,0.78748370273794,0.018252933507170794,1,12,60,86,10,6,1
1002,A7396,7,265.0,434.0,250.0,0.2792413066385669,0.45732349841938885,0.26343519494204426,2,58,89,180,16,5,0
1003,10803730,4,187.75,372.0,191.0,0.2500832500832501,0.4955044955044955,0.2544122544122544,1,15,99,58,7,7,1
1004,10841372,11,291.5,243.0,179.5,0.40826330532212884,0.3403361344537815,0.25140056022408963,6,23,29,139,25,8,0
1005,10859792,2,2.75,85.5,271.5,0.007644197359277276,0.23766504517025713,0.7546907574704657,1,74,91,272,14,8,1
1006,10811376,3,4.0,85.5,3.75,0.04289544235924933,0.9168900804289544,0.040214477211796246,2,50,90,99,7,6,1
1007,10805186,2,0.0,7.5,399.0,0.0,0.01845018450184502,0.981549815498155,2,59,185,87,7,0,1
1008,A7352,5,35.0,181.0,304.5,0.06724303554274735,0.34774255523535064,0.5850144092219021,1,9,23,171,20,6,1
1009,10803889,7,18.5,12.5,70.75,0.18181818181818182,0.12285012285012285,0.6953316953316954,3,162,204,313,15,8,0
1010,10804638,7,24.0,252.5,80.5,0.06722689075630252,0.7072829131652661,0.22549019607843138,3,79,87,158,15,7,0
1011,10850052,4,28.0,4.5,27.75,0.46473029045643155,0.07468879668049792,0.4605809128630705,1,3,4,14,5,5,1
1012,10804701,4,44.0,3.5,57.0,0.42105263157894735,0.03349282296650718,0.5454545454545454,1,1,59,93,8,7,0
1013,10835722,8,934.0,1327.75,451.75,0.34420490141883175,0.48931269578035747,0.16648240280081075,3,539,242,921,35,7,0
1014,10804187,1,0.0,0.0,14.25,0.0,0.0,1.0,1,1,28,49,3,5,0
1015,10803826,6,6.0,3.0,8.0,0.35294117647058826,0.17647058823529413,0.47058823529411764,1,9,26,101,12,4,1
1016,10804033,12,1110.5,3381.75,2013.0,0.1707082740863149,0.5198493524461012,0.30944237346758385,2,1440,872,2312,61,6,0
1017,10803773,5,23.0,39.0,31.0,0.24731182795698925,0.41935483870967744,0.3333333333333333,1,66,87,127,9,7,1
1018,10850621,7,547.75,1431.0,372.0,0.23301074125279167,0.6087418908858875,0.15824736786132085,2,107,70,177,22,4,1
1019,10804475,8,58.0,344.75,0.0,0.1440099317194289,0.8559900682805711,0.0,2,213,153,176,13,7,1
1020,10866133,7,91.5,0.0,0.0,1.0,0.0,0.0,3,21,159,148,17,15,0
1021,A7558,3,4.25,7.0,0.0,0.37777777777777777,0.6222222222222222,0.0,1,6,38,121,5,5,1
1022,10803863,5,156.75,20.0,0.0,0.8868458274398868,0.11315417256011315,0.0,2,7,30,26,6,4,0
1023,10846905,2,0.0,1.0,5.5,0.0,0.15384615384615385,0.8461538461538461,1,0,3,4,2,4,1
1024,10804125,5,6.0,14.0,42.0,0.0967741935483871,0.22580645161290322,0.6774193548387096,1,15,79,97,8,9,0
1025,10824603,4,73.0,109.5,48.0,0.31670281995661603,0.4750542299349241,0.20824295010845986,1,25,31,53,9,8,1
1026,10880716,4,0.0,2.0,111.0,0.0,0.017699115044247787,0.9823008849557522,2,28,60,37,7,6,0
1027,10797434,7,127.0,423.75,270.75,0.1545952525867316,0.5158247108947048,0.3295800365185636,1,91,98,381,21,7,1
1028,10820295,7,146.5,513.5,338.5,0.14672008012018026,0.514271407110666,0.3390085127691537,1,342,183,301,24,10,1
1029,10850620,4,141.0,73.75,17.5,0.6071044133476857,0.317545748116254,0.07534983853606028,2,12,39,35,8,8,1
1030,10803643,3,30.0,353.5,0.5,0.078125,0.9205729166666666,0.0013020833333333333,2,85,236,121,7,4,1
1031,10816769,3,10.0,2.0,4.0,0.625,0.125,0.25,1,33,234,39,7,4,1
1032,10803639,7,190.0,662.75,2.0,0.22228721848493713,0.7753729160573267,0.00233986545773618,2,588,443,778,24,8,1
1033,10871823,5,21.0,94.5,27.5,0.14685314685314685,0.6608391608391608,0.19230769230769232,1,9,39,122,11,4,0
1034,10805180,7,30.0,27.0,53.0,0.2727272727272727,0.24545454545454545,0.4818181818181818,1,57,151,198,12,9,0
1035,A7524,4,0.0,47.25,23.5,0.0,0.6678445229681979,0.3321554770318021,1,0,28,55,7,8,0
1036,10804265,7,705.25,474.25,310.5,0.4733221476510067,0.31828859060402687,0.20838926174496644,3,175,138,288,21,7,1
1037,10804196,7,274.5,367.0,340.5,0.27953156822810593,0.37372708757637474,0.34674134419551933,3,95,51,319,34,8,1
1038,10761417,6,147.5,56.0,83.5,0.5139372822299652,0.1951219512195122,0.29094076655052264,1,35,59,263,16,9,1
1039,10803634,5,862.0,366.5,120.75,0.6388734482119696,0.27163238836390585,0.08949416342412451,2,148,126,550,25,4,0
1040,10841412,6,30.5,6.0,71.5,0.2824074074074074,0.05555555555555555,0.6620370370370371,1,28,38,109,9,5,1
1041,10848238,7,63.5,339.5,110.25,0.12372138334145154,0.6614710180224063,0.21480759863614224,1,204,164,250,19,9,0
1042,10803722,6,169.75,956.0,424.25,0.10951612903225806,0.6167741935483871,0.2737096774193548,2,248,280,520,22,6,0
1043,10761428,5,4.5,52.5,52.5,0.0410958904109589,0.4794520547945205,0.4794520547945205,3,33,42,138,14,4,0
1044,10874848,3,0.0,22.0,105.0,0.0,0.1732283464566929,0.8267716535433071,1,130,263,215,9,4,0
1045,D6185,4,137.0,643.0,316.0,0.125,0.5866788321167883,0.28832116788321166,2,83,114,37,10,4,1
1046,D6205,9,997.5,1483.0,57.0,0.3931034482758621,0.5844334975369458,0.02246305418719212,1,255,113,217,26,11,1
1047,10803604,3,0.0,68.0,111.0,0.0,0.37988826815642457,0.6201117318435754,2,16,43,31,6,5,0
1048,10866148,3,20.5,462.5,325.5,0.025355596784168214,0.5720470006184292,0.4025974025974026,1,135,79,289,26,7,0
1049,10803596,8,1086.25,683.5,333.0,0.5165854238497206,0.3250505290690762,0.1583640470812032,4,368,298,579,24,5,1
1050,10846373,5,74.0,108.0,200.0,0.193717277486911,0.28272251308900526,0.5235602094240838,1,23,68,90,13,6,0
1051,10817930,6,580.5,381.5,423.5,0.4189823168531216,0.27535185853482497,0.3056658246120534,1,209,164,176,21,8,1
1052,10829653,6,227.0,479.0,104.0,0.2802469135802469,0.591358024691358,0.12839506172839507,1,47,46,36,12,11,1
1053,10805271,8,331.0,383.0,268.0,0.33706720977596744,0.390020366598778,0.2729124236252546,1,182,121,472,28,6,0
1054,10803847,1,16.0,548.5,283.25,0.018873488646416987,0.6470067826599823,0.3341197286936007,1,171,182,626,18,9,0
1055,10851887,8,240.0,894.5,341.5,0.16260162601626016,0.606029810298103,0.23136856368563685,2,34,53,78,19,8,1
1056,J6869,2,0.0,0.0,294.0,0.0,0.0,1.0,3,2,68,36,4,5,0
1057,10838274,4,46.5,88.5,20.5,0.2990353697749196,0.5691318327974276,0.13183279742765272,1,194,363,227,8,4,1
1058,10804387,5,59.5,59.5,28.75,0.4027072758037225,0.4027072758037225,0.19458544839255498,2,121,137,83,7,7,0
1059,A7239,5,0.0,4.0,10.5,0.0,0.27586206896551724,0.7241379310344828,1,0,41,44,9,4,0
1060,10918884,2,0.0,173.0,152.5,0.0,0.5314900153609831,0.4685099846390169,1,4,57,9,4,5,1
1061,10804518,5,158.0,64.0,2.0,0.7053571428571429,0.2857142857142857,0.008928571428571428,1,43,37,28,8,5,1
1062,10735816,6,98.0,324.25,13.75,0.22477064220183487,0.7436926605504587,0.03153669724770642,1,21,58,268,16,5,1
1063,A7130,5,63.5,67.0,18.0,0.4276094276094276,0.4511784511784512,0.12121212121212122,2,44,46,95,13,7,0
1064,10804933,9,356.5,841.0,140.5,0.26644245142002987,0.6285500747384155,0.10500747384155455,3,471,361,394,23,6,1
1065,10877291,2,0.0,0.0,7.0,0.0,0.0,1.0,2,0,21,9,2,4,0
1066,10804052,3,117.5,184.5,134.5,0.26918671248568155,0.422680412371134,0.30813287514318444,3,103,134,483,17,6,1
1067,10847010,11,1346.0,1575.0,754.5,0.3662086790912801,0.42851312746565096,0.20527819344306897,5,225,117,329,36,10,1
1068,10803925,5,12.5,212.25,118.5,0.03641660597232338,0.6183539694100509,0.3452294246176256,3,92,194,229,12,5,1
1069,10804451,6,319.5,226.5,94.0,0.49921875,0.35390625,0.146875,4,153,116,115,17,0,1
1070,10874166,4,0.0,20.0,64.5,0.0,0.23668639053254437,0.7633136094674556,1,8,28,40,6,4,1
1071,10803673,7,162.5,746.5,395.5,0.1245688003066309,0.5722499041778459,0.3031812955155232,4,156,91,171,23,5,1
1072,10803663,8,28.25,38.75,20.25,0.3237822349570201,0.44412607449856734,0.23209169054441262,3,274,275,410,13,8,1
1073,10789534,6,65.75,171.0,36.0,0.24106324472960586,0.6269477543538039,0.13198900091659027,1,74,102,232,14,8,1
1074,10820294,9,692.0,425.5,311.0,0.48442422121106055,0.29786489324466225,0.21771088554427723,3,190,109,632,37,9,1
1075,10804319,5,2.0,14.0,32.0,0.041666666666666664,0.2916666666666667,0.6666666666666666,1,2,23,55,11,4,0
1076,10749560,8,304.5,958.5,105.0,0.2225877192982456,0.7006578947368421,0.07675438596491228,2,67,105,286,16,9,1
1077,B6840,9,92.5,199.75,334.75,0.14752791068580542,0.3185805422647528,0.5338915470494418,1,510,318,1017,33,0,0
1078,10834415,11,460.0,900.5,760.5,0.21687883074021688,0.4245638849599246,0.35855728429985856,3,184,88,387,36,6,1
1079,10814994,4,40.0,9.0,0.5,0.8080808080808081,0.18181818181818182,0.010101010101010102,1,12,70,33,7,8,0
1080,D6358,8,243.0,109.0,291.5,0.3776223776223776,0.16938616938616938,0.452991452991453,2,85,63,194,18,9,1
1081,10814989,8,1251.0,886.0,928.5,0.40809003425216117,0.2890229978796281,0.30288696786821073,4,485,207,581,34,11,0
1082,10804248,8,154.0,50.5,2.5,0.7439613526570048,0.24396135265700483,0.012077294685990338,4,45,62,135,15,4,0
1083,10805261,12,742.0,1173.5,2429.0,0.17079065485096098,0.27011163540108185,0.5590977097479571,1,867,760,1862,52,0,0
1084,10805194,2,2.0,27.0,264.0,0.006825938566552901,0.09215017064846416,0.9010238907849829,3,31,144,138,7,6,0
1085,10840784,3,328.0,450.0,0.5,0.42132305716120744,0.5780346820809249,0.0006422607578676942,2,42,119,75,9,4,0
1086,A7522,3,1.0,34.5,1.0,0.0273972602739726,0.9452054794520548,0.0273972602739726,1,10,63,69,7,4,0
1087,10820358,5,46.5,99.0,71.5,0.21428571428571427,0.45622119815668205,0.3294930875576037,3,96,101,393,19,7,0
1088,C6923,5,65.5,100.0,1185.5,0.04848260547742413,0.07401924500370097,0.877498149518875,1,75,150,191,11,0,1
1089,A7772,4,32.0,34.0,64.5,0.24521072796934865,0.26053639846743293,0.4942528735632184,2,14,47,19,7,4,1
1090,10874850,2,0.0,18.0,25.0,0.0,0.4186046511627907,0.5813953488372093,1,5,40,39,4,4,1
1091,D6228,5,47.25,85.5,50.0,0.2585499316005472,0.46785225718194257,0.27359781121751026,4,179,127,192,14,7,1
1092,10824787,6,64.0,49.5,31.5,0.4413793103448276,0.3413793103448276,0.21724137931034482,1,147,163,161,18,7,1
1093,10803799,8,361.0,186.5,76.5,0.5785256410256411,0.2988782051282051,0.12259615384615384,1,194,105,486,28,9,0
1094,10804994,3,92.5,69.0,159.0,0.28861154446177845,0.21528861154446177,0.4960998439937597,2,23,37,30,7,7,0
1095,10804087,2,102.5,42.0,65.5,0.4880952380952381,0.2,0.3119047619047619,2,28,69,150,12,7,0
1096,10846981,4,0.0,160.5,90.0,0.0,0.6407185628742516,0.3592814371257485,1,47,79,67,9,6,1
1097,10805877,5,178.5,121.0,92.0,0.4559386973180077,0.3090676883780332,0.23499361430395913,2,9,31,39,11,10,0
1098,10874163,5,28.25,128.0,105.0,0.10813397129186603,0.48995215311004786,0.4019138755980861,2,67,77,112,13,4,0
1099,10804343,3,11.0,55.0,75.0,0.07801418439716312,0.3900709219858156,0.5319148936170213,2,2,30,35,9,5,1
1100,10892441,2,0.0,0.0,150.0,0.0,0.0,1.0,2,5,320,69,2,8,1
1101,10803893,3,46.0,0.0,4382.0,0.01038843721770551,0.0,0.9896115627822945,2,27,211,60,9,6,0
1102,10805393,2,3.0,0.0,25.5,0.10526315789473684,0.0,0.8947368421052632,1,32,102,38,3,7,1
1103,10804538,8,497.0,328.5,359.25,0.4194977843426883,0.27727368643173667,0.303228529225575,3,242,151,331,25,9,1
1104,10816113,7,42.75,27.75,88.75,0.2684458398744113,0.17425431711145997,0.5572998430141287,2,106,128,331,15,6,0
1105,A7691,4,0.0,4.0,8.0,0.0,0.3333333333333333,0.6666666666666666,1,1,9,13,6,7,0
1106,10805058,4,8.0,93.0,15.0,0.06896551724137931,0.8017241379310345,0.12931034482758622,1,5,23,87,11,5,0
1107,D6277,5,18.0,0.5,30.0,0.3711340206185567,0.010309278350515464,0.6185567010309279,1,20,60,98,7,9,1
1108,10804693,3,8.0,72.0,16.0,0.08333333333333333,0.75,0.16666666666666666,1,0,11,22,7,4,1
1109,10887453,7,265.25,378.75,216.0,0.30843023255813956,0.44040697674418605,0.25116279069767444,3,75,42,70,18,7,0
1110,A7147,6,10.25,44.75,1.5,0.18141592920353983,0.7920353982300885,0.02654867256637168,1,14,40,113,13,4,1
1111,10859610,2,0.0,220.0,154.5,0.0,0.5874499332443258,0.41255006675567424,1,8,33,51,9,4,1
1112,10836946,4,0.0,3.0,45.0,0.0,0.0625,0.9375,1,21,30,34,6,5,0
1113,10854780,7,18.0,257.5,259.0,0.03367633302151544,0.48175865294667913,0.4845650140318054,1,127,74,328,24,6,0
1114,10803926,6,134.5,64.5,213.75,0.3258631132646881,0.15626892792247124,0.5178679588128408,1,68,79,122,15,12,1
1115,10876754,5,163.5,74.0,25.0,0.6228571428571429,0.2819047619047619,0.09523809523809523,6,28,39,61,13,7,1
