,JobCode,deptcount,srhrs,midhrs,jrhrs,Psrhrs,Pmidhrs,PjrHrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
1576,10757543,9,228.5,591.75,228.5,0.21787842669845053,0.5642431466030989,0.21787842669845053,3,311,151,698,29,6,1
1577,10824604,4,16.0,16.0,7.0,0.41025641025641024,0.41025641025641024,0.1794871794871795,1,12,18,18,4,9,1
1578,A7177,6,252.0,5.0,26.0,0.8904593639575972,0.0176678445229682,0.09187279151943463,2,21,32,46,11,6,1
1579,10830487,2,14.0,13.5,14.75,0.33136094674556216,0.31952662721893493,0.34911242603550297,1,26,96,136,7,6,1
1580,D6241,5,133.0,91.0,154.0,0.35185185185185186,0.24074074074074073,0.4074074074074074,2,65,46,137,13,4,1
1581,10803980,1,0.0,0.0,43.5,0.0,0.0,1.0,1,22,191,51,2,4,0
1582,A7249,6,14.0,31.0,43.0,0.1590909090909091,0.3522727272727273,0.48863636363636365,2,3,58,54,7,6,0
1583,10832954,4,19.0,85.5,108.5,0.0892018779342723,0.4014084507042254,0.5093896713615024,1,19,123,33,5,6,0
1584,10861602,4,0.0,31.0,4.0,0.0,0.8857142857142857,0.11428571428571428,1,8,46,38,7,4,1
1585,10803903,6,445.0,249.0,359.25,0.4225017802041301,0.23641110847377167,0.3410871113220983,3,80,81,135,18,8,1
1586,10804159,8,301.0,212.0,204.75,0.41936607453848834,0.2953674677812609,0.2852664576802508,2,160,109,275,18,9,1
1587,10803523,9,2553.5,937.0,286.25,0.6761104123916065,0.24809690871781293,0.07579267889058053,3,387,165,1185,44,4,1
1588,10869738,9,541.0,752.5,224.75,0.35633130248641526,0.49563642351391407,0.14803227399967067,1,128,71,143,25,12,1
1589,10804707,7,130.0,87.0,32.0,0.5220883534136547,0.3493975903614458,0.1285140562248996,1,53,52,105,18,12,0
1590,10803726,7,60.5,9.0,18.0,0.6914285714285714,0.10285714285714286,0.2057142857142857,1,11,24,112,17,4,0
1591,A7192,5,16.0,126.0,111.0,0.06324110671936758,0.4980237154150198,0.43873517786561267,1,41,81,33,10,6,1
1592,10812319,13,1769.75,2562.25,393.0,0.3745502645502646,0.5422751322751322,0.08317460317460318,8,364,166,720,45,17,1
1593,10841742,8,1038.75,1041.75,854.0,0.3539785312659738,0.3550008519338899,0.2910206168001363,4,261,200,528,23,5,0
1594,10803520,8,15.5,127.5,89.5,0.06666666666666667,0.5483870967741935,0.3849462365591398,3,24,46,240,19,10,1
1595,10805084,7,356.5,23.5,64.0,0.8029279279279279,0.05292792792792793,0.14414414414414414,4,66,65,199,23,7,1
1596,10804561,5,125.0,52.0,122.0,0.4180602006688963,0.17391304347826086,0.4080267558528428,1,106,243,318,15,4,1
1597,10819518,6,611.0,1850.75,318.0,0.21980393920316577,0.6657972839284109,0.11439877686842342,3,269,149,405,29,6,0
1598,10804976,3,0.0,59.0,41.0,0.0,0.59,0.41,1,144,317,227,8,5,0
1599,A7150,7,318.5,256.75,234.0,0.39357429718875503,0.3172690763052209,0.2891566265060241,2,104,117,313,21,6,1
1600,10874857,2,0.0,2.0,13.0,0.0,0.13333333333333333,0.8666666666666667,1,2,16,34,4,4,0
1601,10803652,4,13.5,149.0,166.0,0.0410958904109589,0.4535768645357686,0.5053272450532724,1,30,72,54,7,5,1
1602,10884511,5,61.5,75.0,42.0,0.3445378151260504,0.42016806722689076,0.23529411764705882,1,24,30,23,9,5,0
1603,10867414,3,0.0,0.0,497.0,0.0,0.0,1.0,1,4,58,9,6,4,0
1604,10803792,7,218.5,125.25,28.5,0.5869711215580927,0.3364674278038952,0.07656145063801209,4,61,69,200,24,15,0
1605,10805138,5,229.0,60.75,39.0,0.6965779467680608,0.18479087452471482,0.11863117870722434,2,59,86,238,17,8,0
1606,10803986,4,285.25,108.25,11.0,0.7051915945611866,0.26761433868974044,0.027194066749072928,1,24,134,166,9,8,1
1607,D6301,4,121.75,454.5,21.5,0.20368046842325388,0.7603513174404015,0.03596821413634463,2,49,131,239,12,11,0
1608,10831170,2,0.0,111.0,461.75,0.0,0.1938018332605849,0.8061981667394151,1,3,75,14,4,11,1
1609,10837849,1,6.0,23.0,25.5,0.11009174311926606,0.42201834862385323,0.46788990825688076,1,36,101,222,11,6,1
1610,M5303,1,0.0,0.0,64.0,0.0,0.0,1.0,1,1,70,17,2,5,0
1611,10804264,5,11.75,154.5,141.5,0.038180341186027617,0.5020308692120228,0.45978878960194963,1,127,272,179,13,7,0
1612,10837571,3,0.0,78.0,74.0,0.0,0.5131578947368421,0.4868421052631579,1,1,25,11,4,4,0
1613,10805192,4,1.0,0.0,10.5,0.08695652173913043,0.0,0.9130434782608695,1,17,69,98,7,6,0
1614,10804856,6,511.0,1539.5,314.0,0.21611334320152253,0.6510890251638825,0.13279763163459504,2,36,89,60,16,13,1
1615,10857000,8,234.0,379.0,291.5,0.25870646766169153,0.41901603095632944,0.32227750138197897,1,68,62,116,23,9,0
1616,10829682,5,36.0,50.0,6.0,0.391304347826087,0.5434782608695652,0.06521739130434782,2,11,23,111,14,4,0
1617,B7208,2,0.0,0.0,465.0,0.0,0.0,1.0,1,1,115,9,2,6,0
1618,10804698,9,162.0,541.0,265.0,0.16735537190082644,0.5588842975206612,0.2737603305785124,1,52,87,154,21,4,0
1619,A7389,3,1.5,61.25,36.25,0.015151515151515152,0.6186868686868687,0.3661616161616162,1,1,15,21,5,6,0
1620,10813166,7,13.0,10.0,63.0,0.1511627906976744,0.11627906976744186,0.7325581395348837,1,144,243,304,13,10,0
1621,10806466,4,678.0,0.0,8.0,0.9883381924198251,0.0,0.011661807580174927,1,6,60,11,6,4,1
1622,10725687,9,2440.25,297.0,309.5,0.8009354229917125,0.09748092229424797,0.10158365471403955,3,287,211,908,25,9,1
1623,N8517,5,103.5,15.5,31.5,0.6877076411960132,0.10299003322259136,0.20930232558139536,2,23,52,115,11,6,1
1624,10839544,2,120.25,0.0,224.0,0.3493100944081336,0.0,0.6506899055918663,2,45,163,80,7,6,0
1625,10793866,7,193.25,163.75,75.5,0.44682080924855494,0.3786127167630058,0.1745664739884393,2,148,91,421,21,5,1
1626,10813951,6,69.5,16.0,30.0,0.6017316017316018,0.13852813852813853,0.2597402597402597,2,15,25,26,7,8,1
1627,10851964,2,0.0,31.5,1.0,0.0,0.9692307692307692,0.03076923076923077,1,8,72,143,9,6,1
1628,10804726,5,118.5,40.0,39.0,0.6,0.20253164556962025,0.19746835443037974,1,68,58,125,18,4,1
1629,10838439,5,0.0,13.0,28.0,0.0,0.3170731707317073,0.6829268292682927,2,48,153,134,8,6,0
1630,10803809,3,1283.75,264.0,882.0,0.5283465377096409,0.10865315361662722,0.36300030867373184,2,178,296,229,10,4,1
1631,10885499,6,130.75,528.5,203.5,0.1515502752825268,0.6125760649087221,0.23587365980875108,2,133,79,94,15,7,0
1632,10803629,9,115.5,192.0,177.0,0.23839009287925697,0.39628482972136225,0.3653250773993808,2,144,174,326,19,6,1
1633,10805221,9,76.5,161.25,24.5,0.2917063870352717,0.6148713060057197,0.09342230695900858,4,223,175,259,25,11,1
1634,10803961,1,0.0,63.5,325.0,0.0,0.16344916344916344,0.8365508365508365,2,48,364,69,4,4,1
1635,10842433,5,5.0,14.0,3.0,0.22727272727272727,0.6363636363636364,0.13636363636363635,1,1,8,24,8,6,0
1636,10803616,2,31.0,163.5,5.75,0.15480649188514356,0.8164794007490637,0.02871410736579276,1,22,60,176,9,5,0
1637,10834669,5,57.0,78.0,37.0,0.3313953488372093,0.45348837209302323,0.21511627906976744,2,43,45,79,10,4,0
1638,10813493,5,10.5,106.75,117.5,0.04472843450479233,0.4547390841320554,0.5005324813631523,1,154,164,407,15,7,1
1639,10804661,11,2736.25,999.5,3144.0,0.39772520803808276,0.14528144191286022,0.456993350049057,3,534,158,545,64,15,1
1640,10803861,5,8.25,60.0,242.5,0.02654867256637168,0.19308125502815768,0.7803700724054706,3,66,59,119,14,4,1
1641,10827134,2,29.5,36.5,78.0,0.2048611111111111,0.2534722222222222,0.5416666666666666,1,52,83,195,9,7,0
1642,10837697,4,0.0,21.25,23.0,0.0,0.480225988700565,0.519774011299435,3,13,50,43,5,6,1
1643,10805128,5,58.0,9.5,177.0,0.23721881390593047,0.03885480572597137,0.7239263803680982,2,28,46,208,17,8,0
1644,10826951,3,125.0,143.5,158.0,0.29308323563892147,0.3364595545134818,0.3704572098475967,1,18,29,20,9,8,1
1645,10805251,5,5.0,45.25,15.0,0.07662835249042145,0.6934865900383141,0.22988505747126436,1,58,196,214,11,7,0
1646,10804242,5,135.0,81.0,32.0,0.5443548387096774,0.32661290322580644,0.12903225806451613,1,32,68,219,15,4,0
1647,A7747,5,0.0,35.5,18.0,0.0,0.6635514018691588,0.3364485981308411,1,3,34,97,10,4,0
1648,10863990,3,33.0,0.0,1.0,0.9705882352941176,0.0,0.029411764705882353,1,1,16,10,3,7,0
1649,10855311,9,659.25,1533.25,1161.0,0.19658565677650217,0.45720888623825856,0.3462054569852393,1,235,91,417,40,7,1
1650,10878432,4,60.0,68.0,31.5,0.3761755485893417,0.4263322884012539,0.1974921630094044,1,4,18,31,6,7,0
1651,10804105,6,1034.5,1225.5,1222.25,0.2970780386244526,0.3519276329959078,0.3509943283796396,2,178,217,251,20,8,1
1652,10874150,6,6.0,111.0,341.0,0.013100436681222707,0.2423580786026201,0.7445414847161572,1,199,292,341,14,4,1
1653,10805931,7,561.5,154.75,41.0,0.7414988445031363,0.20435787388577087,0.05414328161109277,1,53,28,67,17,11,1
1654,10849194,7,330.75,259.0,348.0,0.35270594508131164,0.27619301519594774,0.3711010397227406,1,50,32,90,22,4,1
1655,10804172,3,0.0,19.0,6.5,0.0,0.7450980392156863,0.2549019607843137,1,0,38,34,5,6,0
1656,10803687,8,153.0,212.5,6.0,0.41184387617765816,0.5720053835800808,0.016150740242261104,1,289,336,372,13,7,0
1657,D6223,6,171.25,277.25,156.0,0.28329197684036395,0.4586435070306038,0.25806451612903225,2,123,107,48,10,7,1
1658,A7216,4,5.25,10.5,59.25,0.07,0.14,0.79,1,9,33,128,10,7,0
1659,10804966,7,838.0,800.75,69.5,0.4905605151470803,0.4687545733938241,0.040684911459095564,4,59,38,129,29,7,1
1660,10850051,3,21.0,17.5,51.0,0.2346368715083799,0.19553072625698323,0.5698324022346368,1,14,28,40,7,4,1
1661,10804837,2,0.0,0.0,6.0,0.0,0.0,1.0,1,0,20,16,2,4,0
1662,10803660,8,73.5,72.0,190.0,0.21907600596125187,0.21460506706408347,0.5663189269746647,1,102,138,306,14,7,0
1663,10864518,7,134.0,31.0,86.5,0.532803180914513,0.12326043737574553,0.34393638170974156,2,67,92,198,20,8,0
1664,10803254,9,60.0,141.0,26.5,0.26373626373626374,0.6197802197802198,0.11648351648351649,1,138,249,266,13,6,0
1665,10866005,8,342.0,191.25,39.0,0.5976408912188729,0.33420707732634336,0.06815203145478375,4,169,255,259,24,5,0
1666,10874852,4,6.25,32.5,217.0,0.024437927663734114,0.1270772238514174,0.8484848484848485,1,4,38,81,10,4,1
1667,10803668,4,205.0,629.75,105.0,0.21814312317105614,0.6701250332535249,0.11173184357541899,3,281,172,621,26,6,0
1668,10837752,3,16.25,95.0,77.5,0.08609271523178808,0.5033112582781457,0.4105960264900662,2,49,151,47,4,5,0
1669,10804564,5,505.5,111.0,92.0,0.7134791813690896,0.15666901905434016,0.12985179957657023,1,704,532,260,17,5,1
1670,10895626,1,0.0,0.0,1.5,0.0,0.0,1.0,1,14,90,45,2,5,0
1671,J6751,3,2.0,0.0,50.0,0.038461538461538464,0.0,0.9615384615384616,2,32,113,165,13,0,0
1672,10803558,5,6.0,5.0,40.5,0.11650485436893204,0.0970873786407767,0.7864077669902912,1,15,38,55,7,4,0
1673,10804908,7,21.0,57.0,12.0,0.23333333333333334,0.6333333333333333,0.13333333333333333,1,5,27,52,9,9,1
1674,10804781,6,87.25,11.5,71.0,0.5139911634756995,0.06774668630338733,0.4182621502209131,1,108,108,165,13,5,1
1675,10803782,3,4.0,14.0,84.0,0.0392156862745098,0.13725490196078433,0.8235294117647058,2,20,64,50,9,4,0
1676,10804866,9,1195.25,2721.75,1687.75,0.2132566126945894,0.4856148802355145,0.3011285070698961,6,501,308,457,26,9,1
1677,N8531,4,37.5,249.0,56.5,0.10932944606413994,0.7259475218658892,0.16472303206997085,2,5,21,32,10,10,0
1678,10805078,6,195.0,144.0,210.0,0.3551912568306011,0.26229508196721313,0.3825136612021858,2,95,112,105,12,8,1
1679,10804174,3,2.0,27.0,20.0,0.04081632653061224,0.5510204081632653,0.40816326530612246,1,14,65,25,4,6,0
1680,10835141,7,394.5,237.5,92.75,0.5443256295274232,0.3276992066229734,0.1279751638496033,4,101,40,199,33,4,1
1681,10805082,7,374.0,292.5,214.0,0.4247586598523566,0.3321976149914821,0.24304372515616127,2,303,198,826,26,8,1
1682,10711225,8,954.5,1002.25,374.5,0.4094369973190349,0.42991957104557643,0.16064343163538874,1,79,74,313,25,11,1
1683,10805026,4,13.0,325.0,328.0,0.01951951951951952,0.487987987987988,0.4924924924924925,1,23,106,104,10,5,1
1684,10859656,3,54.5,165.0,13.0,0.23440860215053763,0.7096774193548387,0.05591397849462366,2,13,32,42,8,11,0
1685,A7406,7,49.5,144.75,156.5,0.14112615823235922,0.4126870990734141,0.44618674269422665,1,20,29,182,24,6,0
1686,10804277,6,739.0,466.5,253.25,0.5065981148243359,0.3197943444730077,0.17360754070265638,4,234,149,331,24,6,0
1687,A7126,7,16.0,264.5,42.0,0.04961240310077519,0.8201550387596899,0.13023255813953488,2,100,133,169,11,7,1
1688,10850157,2,0.0,0.0,100.5,0.0,0.0,1.0,1,18,248,43,3,10,1
1689,10803763,5,19.5,48.25,9.75,0.25161290322580643,0.6225806451612903,0.12580645161290321,3,121,297,496,14,5,1
1690,10841624,3,0.0,12.0,9.0,0.0,0.5714285714285714,0.42857142857142855,2,5,25,28,6,9,0
1691,10874148,3,1.5,66.0,16.0,0.017964071856287425,0.7904191616766467,0.19161676646706588,1,9,71,61,7,4,0
1692,10863988,2,0.0,0.0,34.0,0.0,0.0,1.0,1,8,61,17,3,5,0
1693,10804688,3,0.0,7.0,66.0,0.0,0.0958904109589041,0.9041095890410958,1,2,55,33,8,4,1
1694,J6834,3,11.5,3.25,19.25,0.3382352941176471,0.09558823529411764,0.5661764705882353,2,7,38,49,5,4,0
1695,H9174,5,5.5,40.0,29.0,0.0738255033557047,0.5369127516778524,0.38926174496644295,1,8,46,74,10,7,0
1696,10804472,8,296.25,956.0,51.5,0.22722914669223393,0.7332694151486098,0.03950143815915628,2,461,295,278,25,8,0
1697,10754531,7,258.5,805.0,19.0,0.23879907621247112,0.74364896073903,0.017551963048498844,2,77,64,346,24,7,1
1698,10870001,9,89.0,359.75,1.0,0.19788771539744301,0.7998888271261813,0.0022234574763757642,2,74,54,199,24,8,1
1699,10825389,5,37.5,332.0,243.5,0.061174551386623165,0.5415986949429038,0.3972267536704731,1,65,34,192,24,7,1
1700,10804469,4,55.0,19.0,0.25,0.7407407407407407,0.2558922558922559,0.003367003367003367,1,65,109,95,8,8,0
1701,10866174,5,232.5,337.25,514.25,0.21448339483394835,0.3111162361623616,0.47440036900369004,2,52,63,72,15,6,1
1702,10835036,2,50.0,275.0,389.75,0.06995452955578874,0.38474991255683805,0.5452955578873732,1,184,219,616,18,8,0
1703,10892886,6,133.0,142.5,9.0,0.46748681898066785,0.5008787346221442,0.03163444639718805,6,86,183,157,16,6,1
1704,J6831,7,35.5,9.75,47.25,0.3837837837837838,0.10540540540540541,0.5108108108108108,3,66,105,171,13,4,1
1705,10803957,3,39.5,19.75,0.0,0.6666666666666666,0.3333333333333333,0.0,2,24,82,41,5,4,0
1706,10762796,3,20.75,8.5,0.0,0.7094017094017094,0.2905982905982906,0.0,1,45,109,104,5,4,0
1707,10805106,2,0.0,7.0,0.0,0.0,1.0,0.0,1,8,101,16,2,4,0
1708,10847066,1,1.0,0.0,0.0,1.0,0.0,0.0,1,0,39,3,1,4,0
